doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
70210573,24,Middle Fork Eel River below Black Butte River near Covelo,Annual (Oct. 1-Sept. 30),"['1963-10-01 to 1964-09-30', '1964-10-01 to 1965-09-30', '1965-10-01 to 1966-09-30', '1966-10-01 to 1967-09-30', '1967-10-01 to 1968-09-30', '1968-10-01 to 1969-09-30']","{'Water_Discharge': 'acre-ft', 'Suspended_Sediment_Discharge': 'tons', 'Tons_Per_Sq_Mi': 'tons per square mile'}",39.31,-123.07,70210573_page_24_table1.csv
70210573,24,Middle Fork Eel River near Dos Rios,Annual (Oct. 1-Sept. 30),"['1958-10-01 to 1959-09-30', '1959-10-01 to 1960-09-30', '1960-10-01 to 1961-09-30', '1961-10-01 to 1962-09-30', '1962-10-01 to 1963-09-30', '1963-10-01 to 1964-09-30', '1964-10-01 to 1965-09-30', '1965-10-01 to 1966-09-30', '1966-10-01 to 1967-09-30', '1967-10-01 to 1968-09-30']","{'Water_Discharge': 'acre-ft', 'Suspended_Sediment_Discharge': 'tons', 'Tons_Per_Sq_Mi': 'tons per square mile'}",38.985,-123.02,70210573_page_24_table1.csv
70048669,11,Mokelumne River at Woodbridge,Annual,05/01/1926-01/30/1970,"{'Stage': 'feet above mean sea level', 'Discharge': 'cubic feet per second (cfs)'}",37.962,-121.337,70048669_page_11_table1.csv
3146,619,Unspecified Water Source,Monthly and Annual,10/01/1964-09/30/1965,"{'Suspended-Sediment Discharge': 'tons', 'Discharge': 'cfs (cubic feet per second)', 'Sediment Concentration': 'ppm (parts per million)', 'Water Temperature': '°F'}",38.2167,-122.2833,"3146_page_619_table1.csv,3146_page_619_table2.csv"
3144,371,East Fork White River,Daily measurements over two water years (1961-1962 and 1962-1963),10/01/1961-09/30/1962,Cubic feet per second,33.6,-109.4,"3144_page_371_table1.csv,3144_page_371_table2.csv"
3144,371,East Fork White River,Daily measurements over one water year (1962-1963),10/01/1962-09/30/1963,Cubic feet per second,33.6,-109.4,"3144_page_371_table1.csv,3144_page_371_table2.csv"
2447,132,East Rifle Creek,Daily to Annual (based on peak stages),1936-06/01/1970,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}",39.683333,-107.683333,"2447_page_132_table1.csv,2447_page_132_table2.csv"
2447,132,"Rifle Creek near Rifle, Colo.",Daily to Annual (based on peak stages),1942-01/01/1954,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}",39.619444,-107.7625,"2447_page_132_table1.csv,2447_page_132_table2.csv"
57995,8,Trinity River,Annual (for 1912-1970 data),1912-1970,"['acre-ft', 'ft/s', 'ft³/s', 'in', 'mi', 'mi²', 'ton', 'yd³']",40.75,-122.8,"57995_page_8_table1.csv,57995_page_8_table2.csv"
1532,242,Bear River and Bear River Canal near Colfax,Daily for a year,10/01/1915-09/30/1916,Second-feet,39.1833,-120.9833,"1532_page_242_table1.csv,1532_page_242_table2.csv"
