doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
11683,12,South Fork Mokelumne River at West Point,Yearly,1911-1976,"{'Discharge': 'feet per second (ft/s)', 'Annual_Discharge': 'acre-feet'}",38.0711,-120.8327,11683_page_12_table1.csv
11683,12,Mokelumne River near Bear River Dam,Yearly,1933-1976,"{'Discharge': 'feet per second (ft/s)', 'Annual_Discharge': 'acre-feet'}",38.0711,-120.8327,11683_page_12_table1.csv
11683,12,Mokelumne River below Camanche Dam,Yearly,1929-1976,"{'Discharge': 'feet per second (ft/s)', 'Annual_Discharge': 'acre-feet'}",38.0711,-120.8327,11683_page_12_table1.csv
11683,12,Mokelumne River at Woodbridge,Yearly,1929-1976,"{'Discharge': 'feet per second (ft/s)', 'Annual_Discharge': 'acre-feet'}",38.0711,-120.8327,11683_page_12_table1.csv
1595,161,Kings River near Hume,Daily (from Oct to Sep for years 1933-34),10/01/1933-09/30/1934,second-feet,36.466667,-119.333333,1595_page_161_table1.csv
1553,265,Putah Creek,Various dates throughout the year,12/16/1920-07/13/1921,{'Discharge': 'second-feet'},38.665,-122.021,"1553_page_265_table1.csv,1553_page_265_table2.csv"
3033,65,San Diego River near Santee,Annual peaks recorded at various dates between 1915-1965,02/11/1915-04/09/1965,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",32.824167,-117.054722,3033_page_65_table1.csv
2246,352,San Antonio Creek,varied dates throughout the years,07/16/1888-08/09/1916,Sec.-ft. (cubic feet per second),34.1478,-117.5591,2246_page_352_table1.csv
3089,254,Alameda Creek near Niles,Daily measurements over water years 1961-1963,10/01/1961-09/30/1963,Cubic Feet per Second (cfs),37.9495,-121.8318,"3089_page_254_table1.csv,3089_page_254_table2.csv"
56361,493,NORTH FORK MATILIJA CREEK AT MATILIJA HOT SPRINGS,Daily measurements over a year,"10/01/1928-09/30/1932, 10/01/1933-Present","{'Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)'}",34.4925,-119.3055556,56361_page_493_table1.csv
3058,139,Little Santa Anita Creek near Sierra Madre,"Monthly for certain years, daily in selected months with recorded maximums",08/1916-09/1960,"{'Discharge': 'cubic feet per second (cfs) and acre-feet', 'Area': 'square miles (sq mi)'}",34.187028,-118.043057,"3058_page_139_table1.csv,3058_page_139_table2.csv,3058_page_139_table3.csv"
1276,63,Roaring Fork at Glenwood Springs,1 year,01/01/1906-12/31/1938,"{'Mean_Discharge': 'second-feet', 'Runoff': 'acre-feet'}",39.5456,-107.3213,1276_page_63_table1.csv
2913,219,Sevier River near Kingston,Annual and momentary maximums within specific dates,1914-01/01/1914-12/31/1950,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",40.0333,-112.7333,"2913_page_219_table1.csv,2913_page_219_table2.csv"
3146,501,SACRAMENTO SLOUGH NEAR KNIGHTS LANDING,Monthly (from October to September annually),10/1953-09/1965,"{'pH': '', 'Specific_conductance_microsiemens_per_cm_at_25°C': '', 'Sodium_absorption_ratio': '', 'Hardness_CaCO3_mg/L': '', 'Dissolved_solids_tons_per_day': '', 'Boron_ppm': '', 'Nitrate_NO2_ppm': '', 'Fluoride_F_ppm': '', 'Chloride_Cl_ppm': '', 'Sulfate_SO4_ppm': '', 'Carbonate_CO2_mg/L': '', 'Bicarbonate_HCO3_mg/L': '', 'Potassium_K_ppm': '', 'Sodium_Na_ppm': '', 'Magnesium_Mg_ppm': '', 'Calcium_Ca_ppm': '', 'Iron_Fe_ppm': '', 'Silica_SiO2_ppm': ''}",38.6566,-121.5434,3146_page_501_table1.csv
51672,22,Runoff Distribution,Annual (1951-52),01/01/1951-12/31/1952,Percent of mean annual runoff,34.0,-118.5,51672_page_22_table1.csv
251,283,Brown Canal wasteway,Monthly and Yearly,10/1928-09/1929,"{'Discharge': 'second-feet', 'Runoff': ['Second-foot-days', 'Acre-feet']}",32.6,-114.3,"251_page_283_table1.csv,251_page_283_table2.csv"
57548,39,General Surface Water Turbidity Measurements,Annual,1941-10/1971,"['Jackson Turbidity Units (JTU)', 'mg/L', 'ppm']",,,"57548_page_39_table1.csv,57548_page_39_table2.csv"
28370,30,Sacramento Feather River at Oroville,1 year,1959-01-01-1973-12-31,,39.5025,-121.5556,28370_page_30_table1.csv
28370,30,"Sacramento South Yuba River at Jones Bar, near Grass Valley",1 year,1966-01-01-1973-12-31,,39.2289,-120.9564,28370_page_30_table1.csv
28370,30,Feather River at Nicolaus,1 year,1963-01-01-1973-12-31,,39.1575,-121.7286,28370_page_30_table1.csv
28370,30,North Fork American River at North Fork Dam,1 year,1962-01-01-1973-12-31,,38.7964,-120.7622,28370_page_30_table1.csv
28370,30,Canyon Creek near Georgetown,1 year,1967-01-01-1971-12-31,,38.7325,-120.885,28370_page_30_table1.csv
28370,30,South Fork American River near Kyburz,1 year,1967-01-01-1973-12-31,,38.9336,-120.5033,28370_page_30_table1.csv
28370,30,South Fork American River near Lotus,1 year,1961-01-01-1973-12-31,,39.0222,-120.6839,28370_page_30_table1.csv
28370,30,Sacramento American River at Fair Oaks,1 year,1964-01-01-1973-12-31,,38.6469,-121.2633,28370_page_30_table1.csv
28370,30,Sacramento River near Freeport,1 year,1962-01-01-1973-12-31,,38.6992,-122.0667,28370_page_30_table1.csv
28370,30,Putah Creek near Guenoc,1 year,1961-01-01-1973-12-31,,38.9456,-122.75,28370_page_30_table1.csv
28370,30,Putah Creek near Winters,1 year,1962-01-01-1973-12-31,,38.6664,-122.0208,28370_page_30_table1.csv
28370,30,Napa River near St. Helena,1 year,1965-01-01-1973-12-31,,38.5836,-122.4839,28370_page_30_table1.csv
28370,30,Salmon Creek at Bodega,1 year,1967-01-01-1973-12-31,,38.3689,-123.0236,28370_page_30_table1.csv
28370,30,East Fork Russian River near Calpella,1 year,1969-01-01-1973-12-31,,39.0664,-123.1167,28370_page_30_table1.csv
28370,30,Russian River near Healdsburg,1 year,1967-01-01-1973-12-31,,38.6247,-122.8756,28370_page_30_table1.csv
56418,141,Unknown,Daily to specific dates within the year,10/01/1973-09/26/1974,"{'Discharge': 'CFS', 'Dissolved Solids': 'MG/L', 'Specific Conductance': 'MHOS', 'Temperature': 'DEG C', 'Pesticides (Total Aldrin, Total Chlordane, etc.)': 'UG/L', 'Pesticide Concentration in Bottom Material': 'UG/KG'}",38.5809,-121.4944,"56418_page_141_table1.csv,56418_page_141_table2.csv"
641,457,Putah Creek,daily measurements between October and September of consecutive years,09/1905-09/1951,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",38.5167,-122.0833,"641_page_457_table1.csv,641_page_457_table2.csv"
14841,8,Farad River Discharge,Annual,1899-01/01/1899-12/31/1973,cubic feet per second (cfs),39.103,-120.887,14841_page_8_table1.csv
14841,8,Tahoe City River Discharge,Annual,1901-01/01/1901-12/31/1973,cubic feet per second (cfs),39.1472,-120.1607,14841_page_8_table1.csv
2447,92,Williams Fork near Leal,Annual peak measurements,"May 30, 1934-06/18/1960","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.831389,-106.055556,"2447_page_92_table1.csv,2447_page_92_table2.csv"
2447,92,Keyser Creek near Leal,Annual peak measurements,"May 30, 1943-06/07/1952","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.908333,-106.016667,"2447_page_92_table1.csv,2447_page_92_table2.csv"
29735,25,Angel Slough,Yearly,02/1940-03/1974,feet above mean sea level,39.4284,-121.8267,29735_page_25_table1.csv
29735,25,Sacramento River at Ord Ferry,Yearly,02/1940-01/1974,feet above mean sea level,39.4332,-121.8337,29735_page_25_table1.csv
29735,25,Sacramento River at Butte City,Yearly,02/1940-01/1974,feet above mean sea level,39.4375,-121.8519,29735_page_25_table1.csv
29735,25,Campbell Slough at State Highway 162,Yearly,01/1970-01/1974,feet above mean sea level,39.428,-121.8453,29735_page_25_table1.csv
29735,25,Butte Creek at State Highway 162,Yearly,01/1970-01/1974,feet above mean sea level,39.4279,-121.8455,29735_page_25_table1.csv
29735,25,Sacramento River at Moulton Weir,Yearly,02/1940-01/1974,feet above mean sea level,39.4321,-121.84,29735_page_25_table1.csv
29735,25,Sacramento River at Colusa Weir,Yearly,02/1940-01/1974,feet above mean sea level,39.2165,-122.0467,29735_page_25_table1.csv
29735,25,Sacramento River at Colusa,Yearly,02/1940-01/1974,feet above mean sea level,39.2162,-122.05,29735_page_25_table1.csv
29735,25,Butte Slough near Meridian,Yearly,01/1970-01/1974,feet above mean sea level,39.4403,-121.8378,29735_page_25_table1.csv
695,25,Sacramento River basin,Yearly summaries based on 10 or more complete years of record,1887-1912,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,San Joaquin River basin,Yearly summaries based on 10 or more complete years of record,1878-1912,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Great Basin and Pacific Coast river basins,Yearly summaries based on 10 or more complete years of record,1891-1912,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Surface water supply of Oregon,Yearly summaries based on records available,1878-1910,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Surface water supply of Pacific slope of California,Yearly summaries based on records available,1890-1918,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Surface water supply of Sacramento River basin,Yearly summaries based on records available,1895-1927,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Surface water supply of San Joaquin River basin,Yearly summaries based on records available,1895-1927,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,Surface water supply of Pacific slope basins in southern California,Yearly summaries based on records available,1894-1927,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
695,25,"Surface water supply of minor San Francisco Bay, northern Pacific, and Great basins in California",Yearly summaries based on records available,1895-1927,,,,"695_page_25_table1.csv,695_page_25_table2.csv"
70038672,125,San Luis Rey River near Bonsall,Daily to annual,July 1916-September 1964,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",33.253611,-117.246667,70038672_page_125_table1.csv
70038672,125,San Luis Rey River at Oceanside,Daily to annual,April 1912-September 1964,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",33.213333,-117.375833,70038672_page_125_table1.csv
2247,26,Feather River,1 year,01/01/1916-12/31/1927,second-feet and days,39.5333,-121.5167,"2247_page_26_table1.csv,2247_page_26_table2.csv"
2247,26,Yuba River,1 year,01/01/1904-12/31/1915,second-feet and days,39.1472,-121.2389,"2247_page_26_table1.csv,2247_page_26_table2.csv"
56403,316,Keys Creek Tributary at Valley Center,daily measurements within a year,04/1970-Current Year,"{'Latitude': 'degrees, minutes, seconds', 'Longitude': 'degrees, minutes, seconds', 'Discharge': 'cubic feet per second (ft³/s)', 'Gage height': 'feet (ft), meters (m)'}",33.2291667,-117.0358333,"56403_page_316_table1.csv,56403_page_316_table2.csv"
70038413,510,De Luz Creek,yearly,01/01/1951-12/31/1969,cfs,33.369444,-117.321667,70038413_page_510_table1.csv
70038413,510,Las Flores Creek,yearly,01/01/1951-12/31/1969,cfs,33.292222,-117.455,70038413_page_510_table1.csv
70038413,510,San Onofre Creek,yearly,01/01/1950-12/31/1969,cfs,33.389722,-117.513889,70038413_page_510_table1.csv
70038413,510,San Mateo Creek,yearly,01/01/1952-12/31/1969,cfs,33.470833,-117.472222,70038413_page_510_table1.csv
70038413,510,Cristianitos Creek,yearly,01/01/1950-12/31/1969,cfs,33.449167,-117.570278,70038413_page_510_table1.csv
70038413,510,San Mateo Creek (additional),yearly,01/01/1946-12/31/1969,cfs,33.396111,-117.589167,70038413_page_510_table1.csv
