doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
3089,677,Alder Creek near Potter Valley,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.3888889,-123.0436111,3089_page_677_table1.csv
3089,677,Fulweiter Creek tributary near Willits,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.3988889,-123.3019444,3089_page_677_table1.csv
3089,677,Mill Creek tributary near Covelo,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.8533333,-123.2625,3089_page_677_table1.csv
3089,677,Goforth Creek at Dos Rios,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.7125,-123.3413889,3089_page_677_table1.csv
3089,677,Salt Creek tributary near Zenia,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",40.2172222,-123.4461111,3089_page_677_table1.csv
3089,677,Wilson Creek near Mina,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",40.0047222,-123.3891667,3089_page_677_table1.csv
3089,677,Steep Creek near Laytonville,Annually,01/01/1963-12/22/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.7613889,-123.5388889,3089_page_677_table1.csv
3089,677,Squaw Creek near Garberville,Annually,01/01/1964-12/22/1965,{'Gage_Height': 'feet'},40.1083333,-123.6905556,3089_page_677_table1.csv
3089,677,Little Larabee Creek tributary near Bridgeville,Annually,01/01/1963-12/22/1965,{'Gage_Height': 'feet'},40.4788889,-123.7247222,3089_page_677_table1.csv
3089,677,Van Duzen River tributary near Bridgeville,Annually,01/01/1963-12/22/1965,{'Gage_Height': 'feet'},40.4772222,-123.8811111,3089_page_677_table1.csv
3089,677,South Fork Yager Creek near Bridgeville,Annually,01/01/1962-12/22/1964,{'Gage_Height': 'feet'},40.5488889,-123.8241667,3089_page_677_table1.csv
3089,677,Maple Creek near Blue Lake,Annually,01/01/1962-12/22/1964,{'Gage_Height': 'feet'},40.7813889,-123.8772222,3089_page_677_table1.csv
3089,677,Big Lagoon tributary near Trinidad,Annually,01/01/1962-12/22/1964,{'Gage_Height': 'feet'},41.1572222,-124.125,3089_page_677_table1.csv
3563,11,San Gabriel River near Azusa,Annual,1895-1954,percent,34.1061,-117.9179,3563_page_11_table1.csv
3563,11,Santa Ana River near Mentone,Annual,1896-1954,percent,34.1222,-117.2161,3563_page_11_table1.csv
56412,510,"SACRAMENTO RIVER AT SACRAMENTO, CALIF.",daily measurements over a year,10/01/1971-09/30/1972,cubic feet per second (cfs),38.5866667,-121.5044444,56412_page_510_table1.csv
48096,23,Lower Russian River basin Surface Water,Annual (1970),01/01/1970-12/31/1970,thousands of acre-feet per year,38.5763,-122.9509,48096_page_23_table1.csv
