doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
251,73,Alamo Canal at Andrade,Annual,01/01/1908-12/31/1938,"{'Mean discharge': 'second-feet', 'Runoff': 'acre-feet'}",37.35,-120.75,251_page_73_table1.csv
47988,61,"Eldorado Creek at Mountain Ranch, Calif.",Annual,07/23/1962-12/20/1970,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}",38.227222,-120.543611,47988_page_61_table1.csv
47988,61,"Deer Creek near Shingle Springs, Calif.",Annual,08/10/1962-01/21/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}",38.658333,-120.990278,47988_page_61_table1.csv
47988,61,"Little Chico Creek tributary at Forest Ranch, Calif.",Annual,07/23/1962-01/21/1971,{'Gage_Height': 'ft'},39.877778,-121.673889,47988_page_61_table1.csv
12711,26,Butte Basin,Annual to monthly (depending on year),1915-16-01/1970-12-31,feet,38.0,-120.7,12711_page_26_table1.csv
2913,102,Blacksmith Fork below Utah Power & Light Co.'s plant,Annual,1906-07-01 to 1916-09-30,"cubic feet per second (for discharge), acre-feet (for runoff)",41.75,-111.95,"2913_page_102_table1.csv,2913_page_102_table2.csv,2913_page_102_table3.csv"
2913,102,"Clarkston Creek near Newton, Utah",Monthly and yearly,1939-10 to 1947-09,"cubic feet per second (for discharge), acre-feet (for runoff)",41.9,-111.9667,"2913_page_102_table1.csv,2913_page_102_table2.csv,2913_page_102_table3.csv"
648,298,Orestimba Creek near Newman,Daily measurements available for the year (1951-52),01/01/1932-09/30/1952,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",37.319167,-121.120556,"648_page_298_table1.csv,648_page_298_table2.csv"
2447,310,Cottonwood Creek near Orangeville,Varied by year and season,"May 31, 1944 - Aug. 3, 1961","{'Gage Height': 'feet', 'Discharge': 'cfs'}",,,"2447_page_310_table1.csv,2447_page_310_table2.csv"
2447,310,Cottonwood Creek near Castle Dale,Varied by year and season,"May 18, 1948 - June 7, 1958","{'Gage Height': 'feet', 'Discharge': 'cfs'}",39.1667,-110.9333,"2447_page_310_table1.csv,2447_page_310_table2.csv"
1532,104,Kern River,"Daily for the year ending Sept. 30, 1916",01/10/1916-09/30/1916,"{'Gage height': 'Feet', 'Discharge': 'Second-feet'}",35.704,-118.726,"1532_page_104_table1.csv,1532_page_104_table2.csv,1532_page_104_table3.csv"
56419,455,EAST FORK RUSSIAN RIVER NEAR CALPELLA,Daily measurements recorded from October to September each year.,October 1941 to current year,"{'Discharge': 'cubic feet per second (cfs)', 'Flow_Accumulation': 'acre-feet'}",39.2466667,-123.1291667,56419_page_455_table1.csv
3058,269,Los Gatos Creek,Monthly (except some records with yearly resolution),"01/1930-09/1944, 10/1953-09/1960","['cubic feet per second', 'acre-feet']",37.208333,-121.9875,"3058_page_269_table1.csv,3058_page_269_table2.csv,3058_page_269_table3.csv"
2913,381,South Fork Humboldt River,Yearly,05/31/1940-06/08/1950,"Cubic feet per second (cfs), Acre-feet",40.727778,-116.008333,"2913_page_381_table1.csv,2913_page_381_table2.csv,2913_page_381_table3.csv,2913_page_381_table4.csv"
2913,381,Humboldt River near Carlin,Monthly and yearly,10/1944-09/1950,"Cubic feet per second (cfs), Acre-feet",40.727778,-116.008333,"2913_page_381_table1.csv,2913_page_381_table2.csv,2913_page_381_table3.csv,2913_page_381_table4.csv"
2447,193,Leopard Creek,Varies (multiple dates per water year),04/12/1956-07/29/1962,"{'Gage Height': 'feet', 'Discharge': 'cfs'}",,,"2447_page_193_table1.csv,2447_page_193_table2.csv"
2447,193,San Miguel River,Varies (multiple dates per water year),1909-1956,"{'Gage Height': 'feet', 'Discharge': 'cfs'}",38.034722,-108.120833,"2447_page_193_table1.csv,2447_page_193_table2.csv"
15,47,South Fork of Middle Fork Tule River,Monthly and yearly,1909-12/31 to 1916/09/30,"{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}",36.2,-118.7667,"15_page_47_table1.csv,15_page_47_table2.csv,15_page_47_table3.csv,15_page_47_table4.csv,15_page_47_table5.csv"
15,47,Bear Creek,Monthly and yearly,1911/10/01 to 1916/09/30,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",36.2,-118.7667,"15_page_47_table1.csv,15_page_47_table2.csv,15_page_47_table3.csv,15_page_47_table4.csv,15_page_47_table5.csv"
3117,750,SOUTH YUBA RIVER TRIBUTARY NEAR SODA SPRINGS,Annual,03/16/1967-01/14/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.315555,-120.456666,3117_page_750_table1.csv
3117,750,WILLOW GLEN CREEK NEAR RACKERBY,Annual,11/18/1965-01/14/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.406111,-121.308611,3117_page_750_table1.csv
3117,750,MAGNOLIA CREEK NEAR AUBURN,Annual,02/06/1966-01/21/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.031666,-121.095833,3117_page_750_table1.csv
3117,750,DRY CREEK NEAR WHEATLAND,Annual,01/21/1967-01/21/1966,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.026388,-121.426111,3117_page_750_table1.csv
3117,750,KIRKWOOD CREEK NEAR SILVER LAKE,Annual,05/06/1966-05/05/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.702777,-120.069444,3117_page_750_table1.csv
3117,750,LYONS CREEK TRIBUTARY NEAR LAKEPORT,Annual,01/29/1966-01/23/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.094444,-122.916611,3117_page_750_table1.csv
3117,750,PHIPPS CREEK NEAR LOWER LAKE,Annual,12/28/1965-01/23/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.9975,-122.554444,3117_page_750_table1.csv
3117,750,BEAR CREEK TRIBUTARY NEAR WILBUR SPRINGS,Annual,02/03/1966-1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",39.0125,-122.358333,3117_page_750_table1.csv
3117,750,PUTAH CREEK TRIBUTARY NEAR WHISPERING PINES,Annual,01/04/1966-01/23/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.475555,-122.688333,3117_page_750_table1.csv
3117,750,CAPELL CREEK TRIBUTARY NEAR WOODEN VALLEY,Annual,01/04/1966-01/24/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.434722,-122.204166,3117_page_750_table1.csv
3117,750,WRAGG CREEK NEAR WINTERS,Annual,-04/1966-01/14/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.431111,-122.157777,3117_page_750_table1.csv
658,22,Sacramento River basin,25 years (1887 - 1912),08/01/1887-12/31/1912,Not specified,38.0,-121.5,"658_page_22_table1.csv,658_page_22_table2.csv,658_page_22_table3.csv"
