doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
47988,60,"Sugarpine Creek at Long Barn, Calif.",Annual maximum data per water year,01/07/1962-01/17/1971,"{'Gage_height_ft': True, 'Discharge_cfs': True}",38.095833,-120.123667,47988_page_60_table1.csv
47988,60,"Curtis Creek tributary near Standard, Calif.",Annual maximum data per water year,01/07/1962-01/17/1971,"{'Gage_height_ft': True, 'Discharge_cfs': True}",37.984722,-120.301667,47988_page_60_table1.csv
199,443,"SACRAMENTO RIVER AT DELTA, CALIF.",Monthly intervals (specific dates for the year October 1965 to September 1966),10/04/1965-09/13/1966,"{'pH': None, 'Specific_conductance_micro-mhos_at_25°C': 'micro-mhos', 'Sodium_adsorption_ratio': None, 'Hardness_as_CaCO3_Non_carbonate': 'mg/L', 'Hardness_as_CaCO3_Calcium_Magnesium': 'mg/L', 'Dissolved_solids_Tons_per_day': 'tons/day', 'Dissolved_solids_Tons_per_acre-foot': 'tons/acre-foot', 'Dissolved_solids_Parts_per_million': 'ppm', 'Boron_B': 'ppm', 'Nitrate_NO2': 'ppm', 'Fluoride_F': None, 'Chloride_CI': 'ppm', 'Sulfate_SO4': 'ppm', 'Carbonate_CO2': 'ppm', 'Bicarbonate_HCO3': 'ppm', 'Potassium_K': 'ppm', 'Sodium_Na': 'ppm', 'Magnesium_Mg': 'ppm', 'Calcium_Ca': 'ppm', 'Iron_Fe': None, 'Silica_SiO2': 'ppm', 'Mean_discharge_cfs': 'cubic feet per second (cfs)'}",40.9389,-122.4153,199_page_443_table1.csv
3089,386,Mattole River,Daily measurements from October to September of each year,"10/01/1961-09/30/1962, 10/01/1962-09/30/1963",Cubic feet per second (cfs),41.1833,-123.95,"3089_page_386_table1.csv,3089_page_386_table2.csv"
2913,103,Clarkston Creek,Yearly,1939-12/31 to 1946-12/31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",41.9667,-112.05,"2913_page_103_table1.csv,2913_page_103_table2.csv"
15,200,San Joaquin River Main Stem,Monthly and Yearly,1946-01/01 to 1950-09/30,"['acre-feet', 'cubic feet per second']",,,"15_page_200_table1.csv,15_page_200_table2.csv,15_page_200_table3.csv,15_page_200_table4.csv"
15,200,Littlejohns Creek (South Channel),Monthly and Yearly,1926-01/01 to 1926-09/30,"['cubic feet per second', 'acre-feet']",37.925555,-120.999167,"15_page_200_table1.csv,15_page_200_table2.csv,15_page_200_table3.csv,15_page_200_table4.csv"
15,86,Ward Tunnel,Monthly and yearly,10/1931-09/1950,acre-feet,35.3833,-118.5833,"15_page_86_table1.csv,15_page_86_table2.csv"
15,86,South Fork San Joaquin River near Florence Lake,Monthly and yearly mean discharge,1922-1950,cubic feet per second (cfs),37.2722,-118.9639,"15_page_86_table1.csv,15_page_86_table2.csv"
3033,251,Russian River near Healdsburg,Varies by event; data available at different times for each year,"Dec. 1, 1950-March 28, 1963","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.613333,-122.835278,3033_page_251_table1.csv
57549,623,SANTA YNEZ RIVER,Daily measurements from October to September (Water Year),October 1976 to September 1977,cubic feet per second and acre-feet for discharge; feet for gage height,34.6377778,-120.4255556,57549_page_623_table1.csv
3089,459,South Fork Van Duzen River near Bridgeville,Daily for annual minimum discharge; Specific dates and times for maximum discharges,"{'Occasional_low-flow_measurements': 'Water years 1951-58', 'Annual_maximums': 'Water years 1954-57', 'Specific_dates_stated_in_document': 'September 25, 1953 - August 31, 1957'}","{'Discharge': 'cubic feet per second (cfs)', 'Gage_height': 'feet', 'Annual_minimum_discharge': '', 'Acres-foot_per_year': ''}",40.4444,-123.6542,"3089_page_459_table1.csv,3089_page_459_table2.csv,3089_page_459_table3.csv"
56845,429,"Golden Trout Creek near Cartago, CA",1 year,06/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",36.375,-118.2877778,56845_page_429_table1.csv
56845,429,"Kern River near Quaking Aspen Camp, CA",1 year,06/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",36.1344444,-118.4305556,56845_page_429_table1.csv
56845,429,"Little Kern River near Quaking Aspen Camp, CA",1 year,06/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",36.1341667,-118.4363889,56845_page_429_table1.csv
56845,429,"South Fork Kern River near Olancha, CA",1 year,06/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",36.1825,-118.1277778,56845_page_429_table1.csv
56845,429,"Kelso Creek above Isabella Lake, near Weldon, CA",1 year,03/03/1978,{'Discharge': 'cubic feet per second (ft3/s)'},35.6472222,-118.7536111,56845_page_429_table1.csv
56845,429,"Erskine Creek near Bodfish, CA",1 year,02/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",35.5858333,-118.4322222,56845_page_429_table1.csv
56845,429,"Bodfish Creek near Bodfish, CA",1 year,02/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",35.5830556,-118.4613889,56845_page_429_table1.csv
56845,429,"Bodfish Creek tributary near Bodfish, CA",1 year,02/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",35.5833333,-118.4680556,56845_page_429_table1.csv
56845,429,"Pleito Creek near Lakeview, CA",1 year,02/09/1978,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",35.0477778,-119.0725,56845_page_429_table1.csv
1630,525,Cuyama River Below Twitchell Dam,Daily (from October 1965 to September 1966) and yearly data points for maximums and minimums,October 1965-September 1966,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Area': 'square miles or acre-feet'}",34.944444,-120.291667,"1630_page_525_table1.csv,1630_page_525_table2.csv"
2249,9,Pacific coast in California,Annual (1912 data),01/01/1912-12/31/1912,"cubic feet per second, cubic meters per second",36.7783,-119.4179,2249_page_9_table1.csv
28076,33,Comer Drive debris basin,Annual,01/01/1974-12/31/1975,"{'Sediment Volume': 'cubic meters (m^3)', 'Specific Weight': 'grams per cubic meter (g/m^3)'}",32.8,-117.2,28076_page_33_table1.csv
3033,58,Garcia River,yearly,1955-01/01/1955 to 1964-12/31/1964,"{'Discharge_per_mi_sq': 'Cfs sq mi', 'Maximum_Discharge': 'Cfs', 'Gage_height': 'feet'}",38.7833,-123.6167,3033_page_58_table1.csv
