doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3033,145,Coyote Creek near Ventura,34.357222,-119.312778,,,Annual peaks and measurements over time,01/05/1935-04/07/1958,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
15,397,Bear River,39.026389,-121.436111,,,Monthly and yearly,Oct. 1929-Sep. 1950,"['acre-feet', 'cubic feet per second']"
1520,318,Butt Creek,39.7264,-121.6347,,,Various dates within the year 1913,06/03/1913-09/05/1913,"{'Gage height': 'Feet', 'Discharge': 'Sec.-ft'}"
3146,544,Sacramento River at Freeport,,,38.5236,-121.4655,Monthly measurements from June 1960 to September 1965 with discharge data recorded on specific dates across years as per table.,06/1960-09/1965,"{'pH': None, 'Specific_Conductance': 'microsiemens per mhos at 25°C', 'Sodium_Adsorption_Ratio': None, 'Hardness_CaCO3': None, 'Non_Carbonate': None, 'Calcium_Magnesium': None, 'Dissolved_Solids_180C_Tons_Per_Day': None, 'Boron_B': None, 'Nitrate_NO': None, 'Fluoride_F': None, 'Chloride_CI': None, 'Sulfate_SO4': None, 'Carbonate_CO3': None, 'Bicarbonate_HCO3': None, 'Potassium_K': None, 'Sodium_Na': None, 'Magnesium_Mg': None, 'Calcium_Ca': None, 'Iron_Fe': None, 'Silica_SiO2': None, 'Mean_Discharge_cfs': None}"
2913,338,"East Walker River near Yerington, Nev.",38.875,-119.1416667,,,Monthly and yearly,1903-08-01-1908-12-31,"acre-feet, cubic feet per second"
2913,338,"East Walker River near Mason, Nev.",38.875,-119.1416667,,,Monthly and yearly,1911-08-01-1916-12-31,"cubic feet per second, acre-feet"
24284,255,Tequepis Canyon Creek,,,37.7,-120.2,"Variable, typically monthly within each year",10/08/1957-03/03/1960,"{'Discharge': 'gpm (gallons per minute)', 'Temperature': '°F'}"
56403,58,COLORADO RIVER BELOW HOOVER DAM,,,35.0,-114.75,Water years October 1974 to September 1976,10/1974-09/1976,"{'Cell_Counts': 'cells per milliliter', 'Percentage_Concentration': '%'}"
47988,93,San Lorenzo Creek tributary near Bitterwater,,,36.2916667,-120.9694444,Annual,08/24/1960-12/31/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,93,Little Rabbit Valley Creek near San Benito,,,36.4472222,-121.0472222,Annual,08/24/1960-12/31/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,93,Pacheco Creek tributary near Dunneville,,,36.9652778,-121.4083333,Annual,08/24/1960-12/31/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,93,Alec Canyon near Morgan Hill,,,37.0833333,-121.7847222,Annual,09/06/1960-12/31/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
2835,44,Colorado River Aqueduct,,,34.0522,-118.2437,Annually (based on years in related energy data table),1944-1951,"['1,000 kwhr', 'cfs']"
2987,107,Thermopolis Creek,,,43.6568,-108.0812,Monthly to yearly (varies by data set),1915-06-02 to 1937-11-20,{'Discharge': 'Second-feet per square mile or Second-feet'}
2987,107,Owl Creek,,,43.6518,-108.0802,Monthly to yearly (varies by data set),1915-06-02 to 1937-11-20,{'Discharge': 'Second-feet per square mile or Second-feet'}
2987,107,"Creek near Lucerne, Wyo.",,,43.6628,-108.0832,Monthly to yearly (varies by data set),1930-08-26 to 1932-02-15,{'Discharge': 'Second-feet per square mile or Second-feet'}
2987,107,Tensleep Creek,,,43.6748,-108.0802,Monthly to yearly (varies by data set),1915-06-14 to 1924-06-15,{'Discharge': 'Second-feet per square mile or Second-feet'}
2298,19,Feather River,,,39.5,-121.0,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Yuba River,,,39.3,-121.0,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,American River,,,38.7,-120.9,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Stanislaus River,,,37.7,-121.0,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Tuolumne River,,,37.8,-120.3,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Kings River,,,36.3,-119.2,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Kaweah River,,,36.4,-118.7,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
2298,19,Kern River,,,35.7,-118.5,Annual (based on 1906 data),1906-01/01/1906-12/31/1906,Second-feet per square mile
56420,355,MIDDLE FORK FEATHER RIVER NEAR MERRIMAC,39.708333,-121.269444,,,Daily measurements over the year,10/01/1951-Current Year,cubic feet per second (cfs)
3034,175,Dry Creek near Ione,38.298611,-121.0625,,,Annual peaks,03/06/1912-02/19/1931,"{'Gage_height': 'feet', 'Discharge': 'cfs'}"
3034,175,Goose Creek near Elliott,38.25,-121.1166667,,,Annual peaks,03/25/1928-01/24/1933,"{'Gage_height': 'feet', 'Discharge': 'cfs'}"
3034,175,Dry Creek near Galt,38.2466667,-121.2175,,,Annual peaks,"Prior to Oct. 1, 1946","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
251,121,Moenkopi Wash,,,34.7,-110.9,Yearly,01/01/1927-12/31/1938,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
28077,29,Arroyo Grande above Phoenix Creek,,,35.3615,-120.6606,Annual and Maximum daily,06/01/1968-12/31/1972,Acre-feet
28077,29,Lopez Creek near Arroyo Grande,,,35.3615,-120.6606,Annual and Maximum daily,06/01/1968-12/31/1972,Acre-feet
28077,29,Santa Rita Creek tributary near Templeton,,,35.5938,-120.7674,Annual and Maximum daily,06/01/1968-12/31/1972,Acre-feet
28077,29,Santa Rita Creek near Templeton,,,35.5938,-120.7674,Annual and Maximum daily,06/01/1962-12/31/1972,Acre-feet
2913,373,North Fork Humboldt River at Devils Gate,41.1833,-115.4833,,,Yearly,01/01/1913-12/31/1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2447,188,Lost Canyon Creek,37.4667,-108.5,,,Annual,"May 7, 1922 - Apr. 16, 1948","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
