doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
733,181,Warm Creek,Monthly for combined records; specific years detailed in document,08/1920-12/1961,"{'Area': 'sq mi', 'Discharge': 'cfs (cubic feet per second)', 'Volume': 'acre-ft per year', 'Gage Height': 'feet'}",34.069167,-117.307778,"733_page_181_table1.csv,733_page_181_table2.csv"
1630,83,SAN LUIS REY RIVER AT MONSERATE NARROWS,Daily to yearly measurements with some fragmentary periods,December 1935 to March 2023,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet (ft)', 'Acres-Foot': 'acre-ft'}",33.336944,-116.135278,"1630_page_83_table1.csv,1630_page_83_table2.csv"
3058,339,South Fork San Joaquin River near Florence Lake,Monthly and yearly mean discharge,10/1921-09/1960,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",37.272222,-118.963889,"3058_page_339_table1.csv,3058_page_339_table2.csv,3058_page_339_table3.csv"
2252,67,Susan River,Daily to monthly (varies by year and data set),"['01/01/1903-12/31/1904', '01/01/1905-12/31/1905']","{'Gage_height': 'Feet', 'Discharge': 'Sec.-feet'}",40.4637,-120.5783,"2252_page_67_table1.csv,2252_page_67_table2.csv,2252_page_67_table3.csv"
3048,677,"Cantua Creek near Cantua Creek, Calif.",Annual,1958-01/01/1958-12/31/1958,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",36.5333,-120.4833,3048_page_677_table1.csv
3048,677,"Sulphur Creek near St. Helena, Calif.",Annual,1956-01/01/1958-12/31/1958,"{'Gage_height': 'feet', 'Discharge': '(+)'}",38.6167,-122.4667,3048_page_677_table1.csv
3048,677,"Robertson Creek near Ukiah, Calif.",Annual,1956-01/01/1958-12/31/1958,"{'Gage_height': 'feet', 'Discharge': '(+)'}",39.0917,-123.2194,3048_page_677_table1.csv
3048,677,"Big Austin Creek near Cazadero, Calif.",Annual,1958-01/01/1958-12/31/1958,"{'Gage_height': None, 'Discharge': 'cfs'}",38.6167,-123.0833,3048_page_677_table1.csv
3048,677,"Black Butte River near Covelo, Calif.",Annual,1954-01/01/1957-12/31/1957,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",39.8333,-123.3333,3048_page_677_table1.csv
3048,677,"South Fork Van Duzen River near Bridgeville, Calif.",Annual,1954-01/01/1957-12/31/1957,"{'Gage_height': 'feet', 'Discharge': '(+)'}",40.7167,-123.75,3048_page_677_table1.csv
3048,677,"South Fork Salmon River near Forks of Salmon, Calif.",Annual,1954-01/01/1957-12/31/1957,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",41.7333,-122.3333,3048_page_677_table1.csv
3048,677,"North Fork Salmon River at Sawyers, Calif.",Annual,1955-01/01/1956-12/31/1956,"{'Gage_height': 'feet', 'Discharge': '(+)'}",41.8333,-122.2333,3048_page_677_table1.csv
3048,677,"Bar, Bluff Creek near Weitchpec, Calif.",Annual,1955-01/01/1956-12/31/1956,"{'Gage_height': 'feet', 'Discharge': '(+)'}",40.3167,-123.9833,3048_page_677_table1.csv
3048,677,"South Fork Trinity River at Forest Glen, Calif.",Annual,1955-01/01/1957-12/31/1957,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",41.0833,-123.85,3048_page_677_table1.csv
3048,677,"Middle Fork Smith River at Gasquet, Calif.",Annual,1954-01/01/1956-12/31/1956,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",41.7333,-123.9167,3048_page_677_table1.csv
3048,677,"North Fork Smith River at Gasquet, Calif.",Annual,1954-01/01/1957-12/31/1957,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",41.7333,-123.9,3048_page_677_table1.csv
2447,240,Henrys Fork,Varies (annual peak measurements),1929-06-17 to 1961-09-18,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",41.02,-109.6811,"2447_page_240_table1.csv,2447_page_240_table2.csv"
47988,55,"Gilmore Creek near Lodoga, Calif.",Annual,08/14/1959-01/23/1970,"{'Gage_height': 'feet (ft)', 'Discharge': 'cubic feet per second (cfs)'}",39.311111,-122.527778,"47988_page_55_table1.csv,47988_page_55_table2.csv"
47988,55,"Grindstone Creek tributary near Elk Creek, Calif.",Annual,08/11/1959-11/28/1971,"{'Gage_height': 'feet (ft)', 'Discharge': 'cubic feet per second (cfs)'}",39.656944,-122.594444,"47988_page_55_table1.csv,47988_page_55_table2.csv"
47988,55,"Masterson Hollow Creek near Newville, Calif.",Annual,08/11/1959-02/15/1969,"{'Gage_height': 'feet (ft)', 'Discharge': 'cubic feet per second (cfs)'}",39.798611,-122.430556,"47988_page_55_table1.csv,47988_page_55_table2.csv"
47988,55,"Salt Creek near Williams, Calif.",Annual,08/13/1959-11/29/1970,"{'Gage_height': 'feet (ft)', 'Discharge': 'cubic feet per second (cfs)'}",39.108333,-122.305556,"47988_page_55_table1.csv,47988_page_55_table2.csv"
724,485,Clear Creek at French Gulch,Daily measurements from October 1 to September 30 (Water Year 1959-60),10/01/1959-09/30/1960,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Drainage_Area': 'square miles (sq mi)', 'Annual_Volume': 'acre-feet'}",40.694444,-122.636111,"724_page_485_table1.csv,724_page_485_table2.csv"
38962,25,San Antonio Creek,Annual,Not Specified,"{'Altitude': 'thousands of feet', 'Precipitation': 'inches', 'Potential Evapotranspiration': 'inches'}",32.8,-116.9,"38962_page_25_table1.csv,38962_page_25_table2.csv"
38962,25,Palm Canyon Creek,Annual,Not Specified,"{'Altitude': 'thousands of feet', 'Precipitation': 'inches', 'Potential Evapotranspiration': 'inches'}",32.9,-116.8,"38962_page_25_table1.csv,38962_page_25_table2.csv"
1607,410,Tuolumne River above La Grange Dam,yearly,1917-09/30/1938,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",38.0584,-120.4989,"1607_page_410_table1.csv,1607_page_410_table2.csv,1607_page_410_table3.csv"
1607,410,Tuolumne River near La Grange,yearly,1897-12/31/1916,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",38.0584,-120.4989,"1607_page_410_table1.csv,1607_page_410_table2.csv,1607_page_410_table3.csv"
1607,410,Tuolumne River and canals near La Grange,yearly,1897-12/31/1916,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",38.0584,-120.4989,"1607_page_410_table1.csv,1607_page_410_table2.csv,1607_page_410_table3.csv"
3034,254,Onion Creek tributary No. 7,Annual peaks are shown,05/12/1959-11/14/1964,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",39.266111,-120.355278,"3034_page_254_table1.csv,3034_page_254_table2.csv"
3034,254,North Fork Forbes Creek near Dutch Flat,Annual peaks are shown,12/1955-01/20/1964,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",39.143611,-120.758333,"3034_page_254_table1.csv,3034_page_254_table2.csv"
15,235,Sly Park Creek,Annual,1947-10-01/1950-09-30,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",38.65,-120.65,"15_page_235_table1.csv,15_page_235_table2.csv,15_page_235_table3.csv,15_page_235_table4.csv,15_page_235_table5.csv"
583,420,Cache Creek near Capay,Daily measurements from May to September for each year (1942-45),05/01/1942-09/30/1945,second-feet,38.72777778,-122.10416667,"583_page_420_table1.csv,583_page_420_table2.csv"
15,199,San Joaquin River,Monthly (from October to September of the following year),1922-09 to 1950-09,"{'Discharge': 'cubic feet per second', 'Runoff': 'thousands of acre-feet'}",37.676111,-121.264167,"15_page_199_table1.csv,15_page_199_table2.csv"
648,53,San Luis Rey River,daily measurements during the water year October 1951 to September 1952,"April 1912-September 1914, January 1916, October 1929-January 1942, October 1946-September 1952",cubic feet per second (cfs),33.211111,-117.377778,"648_page_53_table1.csv,648_page_53_table2.csv"
56807,146,REDWOOD CREEK,Daily measurements from October 1977 to September 1978 with additional data for the current year as of document date,September 1959 to current year (document date),"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage height': 'feet (ft) and meters (m)', 'Area': 'square miles (mi2), square kilometers (km2), acre-feet/year'}",37.449444,-122.2325,"56807_page_146_table1.csv,56807_page_146_table2.csv"
658,391,"Pit River near Ydalpom, Calif.",Monthly and yearly intervals (based on available data),11/01/1910-11/30/1943,"{'Discharge': 'cfs', 'Runoff': 'acre-feet'}",40.7638889,-122.2388889,"658_page_391_table1.csv,658_page_391_table2.csv"
2987,92,Maquoketa River,annual,"June 1914-Sept. 17, 1928",second-feet,41.6667,-90.515,2987_page_92_table1.csv
2987,92,Wapsipinicon River,annual,"Mar. 1929-Sept. 17, 1928",second-feet,43.2,-93.45,2987_page_92_table1.csv
2987,92,Pecatonica River,annual,"July 1892-Sept. 17, 1928",second-feet,42.3433,-88.844,2987_page_92_table1.csv
2987,92,Rock River,annual,"July 1892-Sept. 17, 1928",second-feet,42.4,-89.1167,2987_page_92_table1.csv
3033,121,Pacoima Creek,Annual peaks recorded from various years,1914-02-01 to 1965-05-07,"{'Gage_height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",34.33389,-118.39861,3033_page_121_table1.csv
