doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
56502,332,MIDDLE FORK EEL RIVER BELOW BLACK BUTTE RIVER,Daily (from July to November for specific years),October 1976 to September 1977,"{'Temperature': 'Celsius (°C)', 'Distance': 'miles (mi) and kilometers (km)'}",39.826389,-123.091667,56502_page_332_table1.csv
47988,96,Cholame Creek tributary,Annual,09/26/1958-01/04/1965,"{'Gage Height (ft)': ['3.59', '2.73', '2.60', '4.99', '2.55', '3.44', '2.51', None, '11.50', None, '11.10', '(d)', '(r)', None], 'Discharge (cfs)': ['18', '.4', '.1', '118', '.5', '14', '.2', None, '750', None, '700', '(d)', '(b.5)', 'b0']}",35.75278,-120.26389,47988_page_96_table1.csv
47988,96,White Canyon Creek,Annual,10/04/1958-12/21/1971,"{'Gage Height (ft)': [None, None, None, '3.52', None, None, None, None, None, '(d)', '(r)', None], 'Discharge (cfs)': ['b.8', 'b0', 'b0', '(c)', 'b.1', 'b0', '0', 'b0', '444', '(d)', '(d)', 'b.5']}",35.71389,-120.30417,47988_page_96_table1.csv
47988,96,Tumbleweed Creek,Annual,10/17/1958-05/26/1971,"{'Gage Height (ft)': [None, None, '2.86', '2.54', '4.65', None, None, '2.25', None, '2.47', None, '(d)'], 'Discharge (cfs)': ['No flow', 'b.05', '18', 'b12', '104', 'No flow', 'No flow', 'b1', 'No flow', 'b1', '(m)', 'b2']}",35.46583,-119.025,47988_page_96_table1.csv
47988,96,Culvert Creek,Annual,10/17/1958-12/06/1967,"{'Gage Height (ft)': [None, None, None, '2.76', '2.76', None, None, '2.76', None, None, '(d)'], 'Discharge (cfs)': ['No flow', 'No flow', 'No flow', 'b1', 'b1', 'No flow', 'No flow', '.6', 'No flow', 'No flow', None]}",35.49722,-119.075,47988_page_96_table1.csv
3034,97,North Fork Kings River below Rancheria Creek,Annual,1927-05-16 to 1956-12-23,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",36.9288889,-119.0083333,3034_page_97_table1.csv
3034,97,North Fork Kings River above Dinkey Creek at Balch Camp,Annual,Prior to 1930 to at least 1956,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",36.9027778,-119.1208333,3034_page_97_table1.csv
1548,116,Little Santa Anita Creek,Yearly,04/15/1916-09/30/1920,{'Discharge': 'second-feet'},34.144,-118.0259,1548_page_116_table1.csv
3058,132,Little Tujunga Creek,Monthly (with some years having only yearly data),10/1928-09/1960,"['cfs', 'acre-ft']",34.275,-118.3722,"3058_page_132_table1.csv,3058_page_132_table2.csv,3058_page_132_table3.csv"
56412,294,"SACRAMENTO RIVER AT DELTA, CALIF.",Daily measurements over a year (Oct 1971 - Sep 1972),10/01/1971-09/30/1972,"{'Discharge': 'cubic feet per second', 'Accumulated Volume': 'acre-feet'}",40.939722,-122.416111,56412_page_294_table1.csv
4536,9,Surface Water Supply of Pacific Slope Basins,Yearly (ending September 30),1924,,,,4536_page_9_table1.csv
1276,68,Colorado River above diversions to Grand Valley,Annual,01/01/1897-12/31/1938,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",39.0,-108.5,1276_page_68_table1.csv
3217,130,Santiago Creek at Santiago Dam,Monthly and yearly,1932-10/01/1950-09/30,acre-feet,33.786111,-117.726389,"3217_page_130_table1.csv,3217_page_130_table2.csv,3217_page_130_table3.csv"
51672,29,Lytle Creek near Fontana,Annual (1951-52),1951/01/01-1952/12/31,"{'Length': 'acres-feet', 'Median Annual Runoff': 'cfs', 'Index': ''}",34.1049,-117.4312,51672_page_29_table1.csv
51672,29,Cajon Creek near Keenbrook,Annual (1951-52),1951/01/01-1952/12/31,"{'Length': 'acres-feet', 'Median Annual Runoff': 'cfs', 'Index': ''}",34.1354,-117.1872,51672_page_29_table1.csv
51672,29,Lone Pine Creek near Keenbrook,Annual (1951-52),1951/01/01-1952/12/31,"{'Length': 'acres-feet', 'Median Annual Runoff': 'cfs', 'Index': ''}",34.155,-117.1845,51672_page_29_table1.csv
51672,29,Warm Creek near Colton,Annual (1951-52),1951/01/01-1952/12/31,"{'Length': 'acres-feet', 'Median Annual Runoff': 'cfs', 'Index': ''}",34.0792,-117.307,51672_page_29_table1.csv
