doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
3217,210,Sespe Creek,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",,,"3217_page_210_table1.csv,3217_page_210_table2.csv,3217_page_210_table3.csv"
3217,210,Santa Paula Creek below Sisar Creek,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",34.392778,-119.087222,"3217_page_210_table1.csv,3217_page_210_table2.csv,3217_page_210_table3.csv"
3217,210,"Santa Paula Creek near Santa Paula, Calif.",Monthly and yearly,1927-1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': None}",34.395556,-119.075555,"3217_page_210_table1.csv,3217_page_210_table2.csv,3217_page_210_table3.csv"
2913,70,Georgetown Creek,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",42.5,-111.3166667,"2913_page_70_table1.csv,2913_page_70_table2.csv"
1607,414,Turlook Canal,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet,37.9,-120.2,"1607_page_414_table1.csv,1607_page_414_table2.csv,1607_page_414_table3.csv"
1607,414,Middle Fork of Stanislaus River,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet,37.7,-120.9,"1607_page_414_table1.csv,1607_page_414_table2.csv,1607_page_414_table3.csv"
2447,320,East Fork Boulder Creek near Boulder,Varies by year; specific dates given for each measurement,"May 27, 1951 - Sept. 18, 1961","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.0416667,-111.45,"2447_page_320_table1.csv,2447_page_320_table2.csv"
2447,320,East Fork Deer Creek near Boulder,Varies by year; specific dates given for each measurement,"Aug. 4, 1951 - Sept. 21, 1962","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.0013889,-111.3894444,"2447_page_320_table1.csv,2447_page_320_table2.csv"
2447,244,"Oak Creek near Oak Creek, Colo.",Annual measurements,"May 18, 1954-05/24, 1956","{'Gage_height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",40.233333,-107.016667,"2447_page_244_table1.csv,2447_page_244_table2.csv"
2447,244,"Yampa River at Steamboat Springs, Colo.",Annual measurements,"May 2, 1919-06/14, 1921","{'Gage_height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",40.483333,-106.833333,"2447_page_244_table1.csv,2447_page_244_table2.csv"
12711,16,Butte Creek near Durham,Annual,1959-01-16/1973-01-16,"{'Elevation': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}",39.5333,-122.0333,12711_page_16_table1.csv
70038405,295,"EAST FORK RUSSIAN RIVER NEAR CALPELLA, CA",Daily measurements over a year,10/1967-09/1968,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Suspended Sediment': 'TONS/DAY'}",38.8,-123.0,70038405_page_295_table1.csv
25119,26,North Fork White River near Buford,Daily or monthly figures (calendar years),1903-06;1956-,,40.1483,-106.9515,25119_page_26_table1.csv
25119,26,"South Fork White River near Buford, Colo",Daily or monthly figures (calendar years),1903-06;1910-15;1942-47;1967-,,40.1483,-106.9515,25119_page_26_table1.csv
