doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
2447,181,Uncompahgre River at Colona,annual,"July 22, 1954-June 30, 1962","{'Gage height': 'feet', 'Discharge': 'cfs'}",38.3777778,-107.8083333,"2447_page_181_table1.csv,2447_page_181_table2.csv,2447_page_181_table3.csv"
2447,181,Uncompahgre River at Fort Crawford,annual,"May 27, 1896-June 1, 1910","{'Gage height': 'feet', 'Discharge': 'cfs'}",38.3777778,-107.8083333,"2447_page_181_table1.csv,2447_page_181_table2.csv,2447_page_181_table3.csv"
2447,181,Uncompahgre River at Montrose,annual,"June 13, 1903-June 2, 1914","{'Gage height': 'feet', 'Discharge': 'cfs'}",38.475,-107.8861111,"2447_page_181_table1.csv,2447_page_181_table2.csv,2447_page_181_table3.csv"
2252,638,Alder Creek,1 day to 3 years,08/08/1897-10/08/1901,Sec.-feet,33.7685,-117.8311,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Bear Creek,1 day to 10 years,07/27/1896-11/14/1897,Sec.-feet,33.7685,-117.8311,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Cable Canyon Creek,10 years,07/16/1906-07/16/1906,Sec.-feet,33.8348,-117.158,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Cajon Creek,6 years,06/08/1900-10/11/1910,Sec.-feet,34.2651,-117.243,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Devil Canyon Creek,9 years,10/13/1905-07/14/1906,Sec.-feet,33.8348,-117.158,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Keller Creek,3 years,11/14/1897-04/14/1900,Sec.-feet,33.7685,-117.8311,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Spring Brook,2 years to 4 years,06/19/1898-08/30/1901,Sec.-feet,33.9493,-117.398,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Trabuco Creek,1 year,05/24/1899-05/24/1899,Sec.-feet,33.7685,-117.8311,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Whitewater River,1 day to 1 year,02/16/1898-07/14/1900,Sec.-feet,34.1166,-117.0657,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,San Timoteo Creek,1 year,07/14/1900-07/14/1900,Sec.-feet,33.3364,-117.1755,"2252_page_638_table1.csv,2252_page_638_table2.csv"
2252,638,Snow Creek,1 year,02/22/1898-02/22/1898,Sec.-feet,34.1166,-117.0657,"2252_page_638_table1.csv,2252_page_638_table2.csv"
3034,239,Goodyears Creek at Goodyears Bar,Annual,"Dec. 31, 1913-Mar. 28, 1928","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",39.541667,-120.886667,"3034_page_239_table1.csv,3034_page_239_table2.csv"
3034,239,North Yuba River below Goodyears Bar,Annual,"Mar. 18, 1931-May 26, 1948","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",39.525,-120.937222,"3034_page_239_table1.csv,3034_page_239_table2.csv"
2447,266,Ashley Creek near Vernal,Annual to daily measurements based on available data in the document,1911-1960,"{'Gage Height': 'feet', 'Discharge': 'cfs'}",40.5806,-109.6222,2447_page_266_table1.csv
3058,230,San Lorenzo Creek below Bitterwater Creek,Monthly and yearly,10/01/1958-09/30/1960,{'Discharge': 'cubic feet per second (cfs) and acre-feet'},36.2680555556,-121.063888889,"3058_page_230_table1.csv,3058_page_230_table2.csv,3058_page_230_table3.csv"
1083,71,Black Butte River,1 year,06/01/1966-05/31/1969,log units,39.1875,-123.1458,1083_page_71_table1.csv
1083,71,Middle Fork Eel River below Black Butte River,1 year,06/01/1965-05/31/1968,log units,39.1875,-123.1458,1083_page_71_table1.csv
1083,71,Middle Fork Eel River near Dos Rios,1 year,06/01/1965-05/31/1968,log units,39.3,-123.25,1083_page_71_table1.csv
1083,71,Eel River at Fort Seward,1 year,06/01/1966-05/31/1968,log units,40.8,-123.9,1083_page_71_table1.csv
