doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
251,460,Verde River at McDowell,,,34.5833,-111.85,Monthly for some years and yearly summary,1922-10/01/1937-09/30/1938,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
48069,54,East Fork Russian River near Calpella,,,39.1436,-123.1947,Annual,1965-1968,{'Turbidity': 'Persistent periods'}
48069,54,East Fork Russian River near Ukiah,,,39.1436,-123.1947,Annual,1965-1968,{'Turbidity': 'Persistent periods'}
695,633,Little Pan-oche Creek,,,,,Annual,03/19/1957,cfs
695,633,Los Banos Creek,,,,,Biannual,03/04/1957-03/20/1957,cfs
695,633,San Luis Creek,,,,,Biannual,03/21/1957,cfs
695,633,Garzas Creek,,,,,Annual,03/21/1957,cfs
695,633,Orestimba Creek,,,,,Biannual,03/05/1957-03/21/1957,cfs
695,633,Bear Creek,,,,,Annual,01/02/1957,cfs
3058,559,Dry Creek at Virginia Ranch,39.3222,-121.3125,39.3222,-121.3125,Monthly and Yearly,10/01/1948-09/30/1960,"{'Stage': 'feet', 'Discharge_Cubic_Foot_Per_Second': 'cfs', 'Acre-Foot': 'acre-ft'}"
56362,431,Shasta River Near Yreka,,,41.7333,-122.6374,Recorded at specific dates and times within the water year 1974-75.,11/08/1974-09/18/1975,"{'Discharge': 'CFS (cubic feet per second)', 'Iron': 'µg/L (micrograms per liter)', 'Calcium': 'mg/L', 'Magnesium': 'mg/L', 'Sodium': 'mg/L', 'Potassium': 'mg/L', 'Bicarbonate': 'mg/L', 'Carbonate': 'mg/L', 'Conductance': 'Micro-hmhos', 'pH': 'Units', 'Temperature': '°C (degrees Celsius)', 'Turbidity': 'JTU (Jackson Turbidity Units)', 'Dissolved Oxygen': 'mg/L'}"
7789,14,Agua Caliente Creek,33.288611,-116.653056,,,1 year (12 months),February 1961-September 1977,acre-feet
7789,14,Borrego Palm Creek,33.279,-116.429167,,,1 year (12 months),October 1950-September 1977,acre-feet
15,142,Merced River,,,37.5,-120.3,Monthly and yearly,10/1923-09/1950,Thousands of acre-feet
23002,32,River,,,,,Yearly,03/11/YYYY-07/08/YYYY,feet
3033,76,Santa Margarita River near Temecula,,,,,varied by year and season,"Jan 20, 1933 - Feb 16, 1962","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
3033,76,Santa Margarita River near Fallbrook,33.4315,-117.2622,,,varied by year and season,"Dec 16, 1924 - Feb 20, 1962","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
1641,393,Dry Creek near Snelling,37.555,-120.462222,,,"Daily for discharge data, Monthly for water year summary",10/01/1966-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}"
3034,123,West Fork Chowchilla River near Mariposa,37.420833,-119.873611,,,Annually,04/03/1958-12/23/1964,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3034,123,Middle Fork Chowchilla River near Nipinnawassee,37.383333,-119.836667,,,Annually,02/16/1959-12/23/1964,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
4768,6,California,,,36.7783,-119.4179,Yearly (1899-1913),01/01/1899-12/31/1913,
4768,6,Colorado River,,,36.109,-114.1728,Yearly (1899-1913),01/01/1899-12/31/1913,
4768,6,Great Basin (California),,,37.7749,-119.4194,Yearly (1899-1913),01/01/1899-12/31/1913,
366,7,Pacific Slope Basins,,,,,Annual measurements ending September 30 each year,01/01/1895-09/30/1915,"['Flow in cubic feet per second', 'Volume in acre-feet']"
