doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
2064,243,Colorado River,10-year progressive periods,1900 to 1915,acre-feet per year; second-feet annually,35.1818,-114.5696,2064_page_243_table1.csv
70038401,223,SAN GABRIEL RIVER,Daily measurements for the water year October 1966 to September 1967,October 1927 to September 1967,Cubic feet per second (cfs) and acre-feet,33.811944,-118.089444,70038401_page_223_table1.csv
3034,303,Weaver Creek,Annual Peaks,"Jan. 12, 1959-Dec. 22, 1964","{'Gage_height': 'feet', 'Discharge': 'cfs'}",40.6708,-122.9422,"3034_page_303_table1.csv,3034_page_303_table2.csv"
1607,423,Sacramento River near Red Bluff,Annual,1896-12/31/1909,"['second-feet', 'acre-feet']",40.1598,-122.2282,"1607_page_423_table1.csv,1607_page_423_table2.csv,1607_page_423_table3.csv"
1607,423,Sacramento River at Verona,Annual,1930-12/31/1939,"['second-feet', 'acre-feet']",39.0833,-122.0167,"1607_page_423_table1.csv,1607_page_423_table2.csv,1607_page_423_table3.csv"
1607,423,Pit River near Canby,Annual,1904-12/31/1939,"['second-feet', 'acre-feet']",40.7667,-122.4,"1607_page_423_table1.csv,1607_page_423_table2.csv,1607_page_423_table3.csv"
3217,343,Miller Creek near Lorella,Monthly and yearly,1916-01-01 to 1920-12-31,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",42.1667,-121.5333,"3217_page_343_table1.csv,3217_page_343_table2.csv,3217_page_343_table3.csv,3217_page_343_table4.csv,3217_page_343_table5.csv"
3217,343,Lost River above Olene,Monthly and yearly,1915-06-21 to 1917-09-30,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}",42.1667,-121.5333,"3217_page_343_table1.csv,3217_page_343_table2.csv,3217_page_343_table3.csv,3217_page_343_table4.csv,3217_page_343_table5.csv"
3217,73,Santa Margarita River near Fallbrook,Monthly and yearly,10/1923-12/1950,"{'Runoff': 'acre-feet, cubic feet per second', 'Gage_Height': 'feet'}",33.4075,-117.2494,"3217_page_73_table1.csv,3217_page_73_table2.csv"
70210573,20,Black Butte River,annual,1959-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.3625,-123.1556,70210573_page_20_table1.csv
70210573,20,Middle Fork Eel River,annual,1952-11-01-1967-10-31,"['acre-ft', 'acre-ft/sq mi']",39.3625,-123.1556,70210573_page_20_table1.csv
70210573,20,Williams Creek,annual,1962-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.3625,-123.1556,70210573_page_20_table1.csv
70210573,20,Short Creek,annual,1959-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.3625,-123.1556,70210573_page_20_table1.csv
70210573,20,Mill Creek,annual,1957-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.3625,-123.1556,70210573_page_20_table1.csv
70210573,20,Elk Creek,annual,1965-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.7375,-123.2258,70210573_page_20_table1.csv
70210573,20,Middle Fork Eel River,annual,1958-11-01-1968-10-31,"['acre-ft', 'acre-ft/sq mi']",39.5325,-123.175,70210573_page_20_table1.csv
1276,98,Gunnison River,Yearly,01/01/1897-12/31/1938,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",39.0847,-108.5491,1276_page_98_table1.csv
194,60,Gunnison River,Daily (from daily measurements over a year),10/01/1963-09/30/1964,['°F'],39.083333,-108.55,"194_page_60_table1.csv,194_page_60_table2.csv"
2846,27,Snow Creek,Annual,1947-06/01/1967-12/31,acre-feet,33.933333,-116.583333,2846_page_27_table1.csv
2846,27,Falls Creek,Annual,1947-06/01/1967-12/31,acre-feet,33.933333,-116.583333,2846_page_27_table1.csv
2846,27,Chino Canyon,Annual,1947-06/01/1967-12/31,acre-feet,33.85,-116.55,2846_page_27_table1.csv
2846,27,Whitewater River,Annual,unknown,acre-feet,33.8,-116.6,2846_page_27_table1.csv
3217,308,Alameda Creek near Niles,Yearly,1911-06/01/1929,"['cubic feet per second', 'acre-feet']",,,"3217_page_308_table1.csv,3217_page_308_table2.csv"
3217,308,Crandall Creek near Centerville,Yearly,1916-09/01/1919,"['cubic feet per second', 'acre-feet']",37.569,-122.0292,"3217_page_308_table1.csv,3217_page_308_table2.csv"
51672,30,Santiago Creek near Villa Park,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",33.7687,-117.8561,51672_page_30_table1.csv
51672,30,Santiago Creek at Santa Ana,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",33.739,-117.8674,51672_page_30_table1.csv
51672,30,Santa Ana River at Santa Ana,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",33.739,-117.8674,51672_page_30_table1.csv
51672,30,East Fork San Gabriel River near Camp Bonita (h),Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.2732,-117.7324,51672_page_30_table1.csv
51672,30,West Fork San Gabriel River at Camp Rincon (h),Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.2814,-117.7398,51672_page_30_table1.csv
51672,30,San Gabriel River near Azusa,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%'}",34.0961,-117.897,51672_page_30_table1.csv
51672,30,Rogers Creek near Azusa,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.0972,-117.9113,51672_page_30_table1.csv
51672,30,Fish Creek near Duarte,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.1182,-117.9898,51672_page_30_table1.csv
51672,30,"San Gabriel River below Santa Fe Dam, near Baldwin Park",Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.0947,-117.9885,51672_page_30_table1.csv
51672,30,San Dimas Creek near San Dimas,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.1291,-117.8029,51672_page_30_table1.csv
51672,30,Dalton Creek near Glendora,Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.1392,-117.8541,51672_page_30_table1.csv
51672,30,Little Dalton Creek near Glendora (h),Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.144,-117.8541,51672_page_30_table1.csv
51672,30,San Jose Creek near Whittier (h),Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",33.9792,-118.0348,51672_page_30_table1.csv
51672,30,San Gabriel River at Pico (h),Water Year 1951-52,01/01/1951-12/31/1952,"{'Length': 'miles', 'Mean Annual Runoff': 'ac-ft', 'Median Annual Runoff': 'ac-ft', 'Record Runoff': 'ac-ft', 'Percent of Mean': '%', 'Discharge': 'cfs'}",34.138,-118.0017,51672_page_30_table1.csv
25023,15,South Cascade Glacier,1 year (1967 hydrologic year),10/01/1966-09/30/1967,metres water equivalent,48.4,-121.2,25023_page_15_table1.csv
2090,145,Tuolumne River,Annual (based on seasonal precipitation and flow data),1878-04/1909-10 (based on the table range),Inches for precipitation; unspecified units for stream flow,37.75,-120.5,2090_page_145_table1.csv
2090,145,Merced River,Annual (based on seasonal precipitation and flow data),1878-04/1909-10 (based on the table range),Inches for precipitation; unspecified units for stream flow,37.45,-121.0,2090_page_145_table1.csv
2090,145,Kings River,Annual (based on seasonal precipitation and flow data),1878-04/1909-10 (based on the table range),Inches for precipitation; unspecified units for stream flow,36.65,-119.7,2090_page_145_table1.csv
28077,35,Arroyo Grande above Phoenix Creek,Annual,1943-12-31 to 1972-12-31,"{'Runoff': 'Acre-feet and Acre-feet per square mile', 'Sediment Yield': 'Tons and Tons per square mile'}",35.1224,-120.6605,28077_page_35_table1.csv
28077,35,Lopez Creek near Arroyo Grande,Annual,1943-12-31 to 1972-12-31,"{'Runoff': 'Acre-feet and Acre-feet per square mile', 'Sediment Yield': 'Tons and Tons per square mile'}",35.1187,-120.6473,28077_page_35_table1.csv
1140,84,Cottonwood Creek,daily for the year 1909,01/28/1909-11/12/1909,"{'Width': 'feet', 'Area of section': 'square feet', 'Gage height': 'feet', 'Discharge': 'cubic feet per second'}",36.4067,-117.9803,"1140_page_84_table1.csv,1140_page_84_table2.csv"
3033,77,Santa Margarita River at Ysidora,Annual,1924-03-28/1935-02-07,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",33.243889,-117.382222,"3033_page_77_table1.csv,3033_page_77_table2.csv"
431,331,Bear River,"Daily for the year ending September 30, 1926",10/01/1925-09/30/1926,Second-feet,39.165,-121.1077,"431_page_331_table1.csv,431_page_331_table2.csv"
3217,162,Fullerton Creek at Fullerton,monthly and yearly,01/01/1935-12/31/1950,"cubic feet per second (cfs), acre-feet",33.872777,-117.906111,"3217_page_162_table1.csv,3217_page_162_table2.csv,3217_page_162_table3.csv"
3034,122,East Fork Chowchilla River near Ahwahnee,Annual peaks,"Apr. 3, 1958-Dec. 23, 1964","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",37.336111,-119.815556,"3034_page_122_table1.csv,3034_page_122_table2.csv"
1520,304,Bear Creek,"Daily to monthly measurements over the year ending September 30, 1913",10/27/1913-09/30/1913,"{'Gage_height': 'Feet', 'Discharge': 'Sec.-ft'}",39.8667,-120.95,"1520_page_304_table1.csv,1520_page_304_table2.csv"
1548,77,Devil Canyon Creek near San Bernardino,Various dates throughout the year,11/04/1919-09/30/1920,"{'Gage height': 'feet', 'Discharge': 'second-feet'}",34.1087,-117.2851,"1548_page_77_table1.csv,1548_page_77_table2.csv"
56807,230,"NAPA RIVER AT CALISTOGA, CA",Various dates within a year,11/22/1977-09/27/1978,"{'Stream-Flow': 'CFS (cubic feet per second)', 'Specific Conductance': 'Microhms', 'Temperature': 'DEG C (Degrees Celsius)', 'Turbidity': 'NTU (Nephelometric Turbidity Units)', 'Hardness as CaCO3': 'MG/L', 'Noncarbonate Hardness as CaCO3': 'MG/L', 'Dissolved Calcium as Ca': 'MG/L', 'Dissolved Magnesium as Mg': 'MG/L', 'Dissolved Sodium as Na': 'MG/L', 'Sodium Percent': '', 'Sodium Adsorption Ratio': '', 'Dissolved Potassium as K': 'MG/L', 'Bicarbonate as HCO3': 'MG/L', 'Alkalinity as CaCO3': 'MG/L', 'Dissolved Sulfate as SO4': 'MG/L', 'Dissolved Chloride as Cl': 'MG/L', 'Dissolved Fluoride as F': '', 'Dissolved Silica as SiO2': 'MG/L', 'Solids, Sum of Constituents, Dissolved': 'MG/L', 'Solids, Dissolved (tons per acre-foot)': 'AC-FT', 'Nitrogen, NO2+NO3 Dissolved': 'MG/L', 'Dissolved Boron as B': 'UG/L', 'Dissolved Iron as Fe': 'UG/L'}",38.611,-122.588,56807_page_230_table1.csv
25076,67,Sutter Creek at Sutter Creek,Annual,1921-06/1926-07,"['CFS', 'mm', 'inches']",38.1535,-120.8834,25076_page_67_table1.csv
25076,67,North Fork of Cosumnes River near El Dorado,Annual,1910-11/1926-27,"['CFS', 'mm']",38.7667,-120.85,25076_page_67_table1.csv
56394,398,"Tejon Creek near Arvin, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Sycamore Creek near Keene, CA",Annual,09/22/1976-09/22/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Sycamore Creek near Arvin, CA",Annual,02/08/1976-02/08/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Franciscan Creek at Kecks Corner, near Lost Hills, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Bitterwater Creek near Lost Hills, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Frazier Creek near Strathmore, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Lewis Creek near Lindsay, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Antelope Creek at Woodlake, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Rock Creek at Dinkey Creek, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Big Creek above Pine Flat Lake, near Trimmer, CA",Annual,09/29/1976-09/29/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"Corral Hollow Creek near Tracy, CA",Annual,03/02/1976-03/02/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
56394,398,"San Antonio Creek near San Andreas, CA",Annual,03/03/1976-03/03/1976,"{'Gage_height': 'feet', 'Discharge': 'ft3/s'}",,,56394_page_398_table1.csv
15,69,North Fork Kings River below Rancheria Creek,Yearly,1927-10/01/1949-05/29,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",36.7,-119.1,"15_page_69_table1.csv,15_page_69_table2.csv,15_page_69_table3.csv"
15,69,North Fork Kings River above Dinkey Creek,Monthly and Yearly,1920-10/01/1930-12/31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",36.9027778,-119.1208333,"15_page_69_table1.csv,15_page_69_table2.csv,15_page_69_table3.csv"
3033,112,West Fork San Gabriel River at Camp Rincon,Annual Peaks,"Feb. 4, 1928 - Apr. 30, 1955","{'Gage height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",34.1697,-117.8878,"3033_page_112_table1.csv,3033_page_112_table2.csv"
3033,112,San Gabriel River near Azusa,Annual Peaks,"Feb. 5, 1901 - Apr. 20, 1942","{'Gage height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",34.1697,-117.8878,"3033_page_112_table1.csv,3033_page_112_table2.csv"
1640,22,Surface Water Supply Reports,Annual,01/01/1900-12/31/1965,,36.7783,-119.4179,"1640_page_22_table1.csv,1640_page_22_table2.csv"
1548,418,Wood River,"Daily for the years ending Sept. 30, 1919 and 1920","Oct. 26, 1918 - Sept. 30, 1920","{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}",42.8982,-121.7371,"1548_page_418_table1.csv,1548_page_418_table2.csv"
1627,393,Orestimba Creek,Daily for some months and monthly/annual summaries,"{'Start_Date': '10/01/1960', 'End_Date': '09/30/1965'}","{'Discharge': 'cubic feet per second (Cfs)', 'Runoff': 'acre-feet'}",37.5183,-121.0594,"1627_page_393_table1.csv,1627_page_393_table2.csv"
3034,113,Pitman Creek at Big Creek,Annual,"June 1, 1922-1931","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",37.2027777778,-119.2333333333,"3034_page_113_table1.csv,3034_page_113_table2.csv"
3034,113,Big Creek near mouth,Annual,"July 5, 1923-1931","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",37.2083333333,-119.325,"3034_page_113_table1.csv,3034_page_113_table2.csv"
26836,14,Sacramento River near Mount Shasta,Annual,01/01/1960-12/31/1971,"['cubic feet per second (cfs)', 'acre-feet']",41.3,-122.2,"26836_page_14_table1.csv,26836_page_14_table2.csv"
623,21,Sacramento River Basin,1887 - 1912 (25 years),1887/01/01-1912/12/31,Not specified,38.485,-121.756,623_page_21_table1.csv
623,21,San Joaquin River Basin,1878 - 1912 (34 years),1878/01/01-1912/12/31,Not specified,37.338,-119.751,623_page_21_table1.csv
623,21,Great Basin and Pacific Coast river basins,1881 - 1912 (31 years),1881/01/01-1912/12/31,Not specified,36.778,-119.417,623_page_21_table1.csv
623,21,Surface water supply of Sacramento River Basin,1895 - 1927 (32 years),1895/01/01-1927/12/31,Not specified,38.485,-121.756,623_page_21_table1.csv
623,21,Surface water supply of San Joaquin River Basin,1895 - 1927 (32 years),1895/01/01-1927/12/31,Not specified,37.338,-119.751,623_page_21_table1.csv
2913,271,"Lehman Creek near Baker, Nev.",Monthly and yearly,1948-1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",39.016667,-114.216667,"2913_page_271_table1.csv,2913_page_271_table2.csv,2913_page_271_table3.csv,2913_page_271_table4.csv,2913_page_271_table5.csv,2913_page_271_table6.csv"
2913,271,"Cleveland Creek near Osceola, Nev.",Yearly,1914-1916,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",39.233333,-114.5,"2913_page_271_table1.csv,2913_page_271_table2.csv,2913_page_271_table3.csv,2913_page_271_table4.csv,2913_page_271_table5.csv,2913_page_271_table6.csv"
26382,36,Mad River near Forest Glen,Annual (water years),05/01/1958-04/30/1970,"{'Water_Discharge': 'cfs-days', 'Suspended_Sediment_Discharge': 'tons', 'Suspended_Sediment_Yield': 'tons/sq mi', 'Percent_of_Discharge_Water': '%', 'Percent_of_Discharge_Sediment': '%', 'Mean_Daily_Discharge': 'cfs', 'Instantaneous_Peak_Discharge': 'cfs', 'Average_Suspended_Sediment_Concentration': 'mg/1'}",40.798,-123.885,26382_page_36_table1.csv
2447,384,Moenkopi Wash near Cameron,Variable dates within each year,1930-01-01-1953-12-31,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",35.925,-111.4208333,2447_page_384_table1.csv
3033,123,Fox Creek,Annual,02/04/1931-02/02/1936,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",34.308333,-118.177778,"3033_page_123_table1.csv,3033_page_123_table2.csv"
3033,123,Tujunga Creek,Annual,12/24/1916-01/22/1964,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",34.300333,-118.266944,"3033_page_123_table1.csv,3033_page_123_table2.csv"
199,342,Nacimento River near Bryson,Daily measurements over the water year October 1965 to September 1966,11/17/1965-12/29/1965,"{'Suspended sediment': ['ppm', 'tons per day'], 'Discharge': 'cfs', 'Temperature': '°F'}",36.5,-121.7,199_page_342_table1.csv
14306,152,Redwood Creek near Blue Lake,1 year,01/01/1954-12/31/1973,"['acre feet', 'inches']",40.7,-123.9,14306_page_152_table1.csv
14306,152,Redwood Creek at South Park Boundary,1 year,01/01/1971-12/31/1972,"['acre feet', 'inches']",40.7,-123.9,14306_page_152_table1.csv
14306,152,Redwood Creek at Orick,1 year,01/01/1954-12/31/1973,"['acre feet', 'inches']",40.7,-124.0,14306_page_152_table1.csv
15,58,Kaweah River near Three Rivers,Monthly and yearly,1903-01-01 to 1950-12-31,Thousands of acre-feet (annual) and cubic feet per second (discharge),36.6333,-119.3667,"15_page_58_table1.csv,15_page_58_table2.csv"
2447,410,"Gila River near Clifton, Ariz.",Variable (dates of recording range from daily to yearly),"Jul 25, 1911-Dec 20, 1948","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}",32.9638889,-109.3041667,2447_page_410_table1.csv
70038398,73,Yaqui Pass Wash,"Annual maximum (1960-65), monthly (February 1965 to September 1966)",1960-01-28 to 1966-09-26,"cubic feet per second (cfs), gage height in feet",33.147222,-116.35,70038398_page_73_table1.csv
15,295,Cow Creek,Yearly and monthly measurements between 1911-1914,1911-09/30 to 1914-09/30,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",40.552222,-122.183333,"15_page_295_table1.csv,15_page_295_table2.csv,15_page_295_table3.csv,15_page_295_table4.csv,15_page_295_table5.csv"
