doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
1640,680,"SLIDE CREEK NEAR UKIAH, CALIF.",Annual,1/4/1966-1/23/1970,"{'Gage height': 'feet', 'Discharge': 'cfs'}",39.070833,-123.209722,1640_page_680_table1.csv
70038672,261,Santa Ynez River near Buellton,Daily measurements across a water year (October to September),October 1963-September 1964,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}",34.6138889,-120.2416667,70038672_page_261_table1.csv
4538,138,Santa Ynez River at Jameson Lake,Daily (implied by continuous measurement over years),12/1930-09/1941,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",34.4916667,-119.5144444,"4538_page_138_table1.csv,4538_page_138_table2.csv"
4538,138,Santa Ynez River near Santa Barbara,Daily (implied by continuous measurement over years),"11/1903-04/1907, 10/1907-01/1908, 02/1910-11/1918, 04/1920-09/1941","{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}",34.5277778,-119.6833333,"4538_page_138_table1.csv,4538_page_138_table2.csv"
641,204,Coyote Creek near Madrone,Daily measurements within water year October 1950 to September 1951,October 1950-September 1951,Cubic feet per second (cfs),37.168333,-121.648056,"641_page_204_table1.csv,641_page_204_table2.csv"
2249,94,Santa Ynez River,Varies (Measurements taken irregularly throughout the years),"11/01/1903-04/30/1907, 10/01/1907-01/31/1908, 02/06/1910-09/30/1912","{'Gage_height': 'Feet', 'Discharge': 'Cubic feet per second (Sec.-ft.)'}",34.4205,-119.7273,2249_page_94_table1.csv
2245,41,Laguna Creek at Irvington,Yearly (MM/YYYY),1902-12/31/1919,Cubic feet per second or similar flow rate unit,37.6747,-122.0756,"2245_page_41_table1.csv,2245_page_41_table2.csv"
70038676,31,Virginia Creek Near Bridgeport,Daily measurements per month for one water year (October 1969 to September 1970),10/01/1969-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Acres_Foot': 'acre-ft'}",38.1916667,-119.2083333,70038676_page_31_table1.csv
2987,237,River James,5 years,1934-01/01-1938-12/31,feet per square mile,37.5407,-77.4331,2987_page_237_table1.csv
2987,237,Catawba River,13 years,1925-01/01-1938-12/31,feet per square mile,36.6667,-80.5667,2987_page_237_table1.csv
2987,237,Tye River,13 years,1925-01/01-1938-12/31,feet per square mile,37.7833,-78.5333,2987_page_237_table1.csv
2987,237,River Otter,2 years,1936-01/01-1938-12/31,feet per square mile,37.5833,-78.3333,2987_page_237_table1.csv
2987,237,Dan River,9 years,1928-01/01-1937-12/31,feet per square mile,36.5,-77.75,2987_page_237_table1.csv
2987,237,Bahama River,11 years,1927-01/01-1938-12/31,feet per square mile,36.25,-76.75,2987_page_237_table1.csv
2987,237,Fear River,14 years,1928-01/01-1938-12/31,feet per square mile,34.7167,-78.2833,2987_page_237_table1.csv
2987,237,Deep River,10 years,1934-01/01-1938-12/31,feet per square mile,35.2167,-78.9167,2987_page_237_table1.csv
2987,237,Dee River,9 years,1937-01/01-1938-12/31,feet per square mile,35.0333,-80.2333,2987_page_237_table1.csv
2987,237,Brown Creek,9 years,1935-01/01-1938-12/31,feet per square mile,35.25,-80.6167,2987_page_237_table1.csv
2987,237,Jones Creek,32 years,1896-01/01-1938-12/31,feet per square mile,36.1667,-80.7833,2987_page_237_table1.csv
2987,237,Tyger River,8 years,1937-01/01-1938-12/31,feet per square mile,34.4333,-80.5833,2987_page_237_table1.csv
2987,237,Broad River,5 years,1937-01/01-1938-12/31,feet per square mile,33.6667,-82.3333,2987_page_237_table1.csv
2987,237,Canoochee River,5 years,1937-01/01-1938-12/31,feet per square mile,32.1833,-81.7,2987_page_237_table1.csv
2987,237,Ocmulgee River,5 years,1937-01/01-1938-12/31,feet per square mile,32.8333,-83.6333,2987_page_237_table1.csv
2987,237,Tobesofkee River,5 years,1937-01/01-1938-12/31,feet per square mile,32.8333,-83.6333,2987_page_237_table1.csv
2987,237,Echeconnee River,5 years,1937-01/01-1938-12/31,feet per square mile,32.8333,-83.6333,2987_page_237_table1.csv
2913,127,Silver Creek near Wanship,Yearly,1942-01-01-1946-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",,,"2913_page_127_table1.csv,2913_page_127_table2.csv,2913_page_127_table3.csv"
2913,127,Weber River near Coalville,"{'Monthly': '1927-01-01-1950-12-31', 'Yearly': '1927-10-01-1950-09-30'}","{'Discharge_Record': '1927-01-01-1950-12-31', 'Runoff_Record': '1927-10-01-1950-09-30'}","{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}",40.894444,-111.4,"2913_page_127_table1.csv,2913_page_127_table2.csv,2913_page_127_table3.csv"
3992,8,Pass Creek,"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1904-01/01/1909-12/31, 1910-01/01/1953-12/31, 1947-01/01/1955-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
3992,8,Colo. Grand River,"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1910-01/01/1953-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
3992,8,Shadow Lake Outlet (head Inlet),"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1910-01/01/1953-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
3992,8,Columbine Creek (Reservoir),"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1910-01/01/1953-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
3992,8,Roaring Fork of Grand River,"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1910-01/01/1953-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
3992,8,Arapaho Creek Basin,"Daily, Monthly, Annual","1895-01/01/1903-09/30, 1910-01/01/1953-12/31",mi (square miles),40.0,-105.5,3992_page_8_table1.csv
