doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
56362,253,EAST FORK RUSSIAN RIVER NEAR CALPELLA,39.383,-123.117,39.383,-123.117,Daily to several days depending on data availability within the year,10/04/1974-09/24/1975,"{'Discharge': 'CFS (cubic feet per second)', 'Specific_Conductance': 'microMhos/cm', 'pH': 'units', 'Temperature': '°C', 'Turbidity': 'JTU'}"
1548,230,Tuolumne River,38.0072,-120.5543,,,Monthly and Daily for the years 1919-1920,10/01/1918-09/30/1920,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
25119,20,Green River,,,41.5,-110.0,Yearly,1963-10/01/2023,sq mi
25119,20,Big Sandy River (Creek),,,41.6,-110.2,Yearly,1910-10/01/2023,sq mi
3144,74,Chevelon Fork near Winslow,,,35.0175,-110.7283,Daily measurements from October to September of the water year,10/01/1961-09/30/1962,Cubic feet per second (cfs)
3217,339,Redwood Creek,,,,,Monthly and yearly,1904-1950,cubic feet per second (cfs) and acre-feet
3217,339,Lost River at Clear Lake,41.9263888889,-121.075,,,Monthly and yearly,1904-1950,cubic feet per second (cfs)
2913,298,Rock Creek,37.4791666667,-118.6013888889,,,Monthly and Yearly,Oct/Nov/Dec 1936-Sep 1950,"{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}"
2913,134,Weber River,41.061111,-111.573611,,,Monthly and Yearly,01/10/1905-12/31/1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
70038676,448,"WELLMAN CREEK NEAR SMARTVILLE, CALIFORNIA",39.193611,-121.339722,,,Annual and daily,Water years 1960-67; October 1967 to current year,"square miles (sq mi), cubic feet per second (cfs)"
3217,372,Link River,42.2113,-121.7374,,,Monthly and yearly,November/December 1911-September 1940,Thousands of acre-feet
3034,56,Yuba River,,,35.3777,-119.0179,Yearly (specific dates given),"22 Dec 1954-1965, 22 Dec 1964","{'Discharge': 'Cfs (cubic feet per second)', 'Gage Height': 'Feet'}"
3034,56,Trinity River,,,41.0,-123.0,Yearly (specific dates given),"22 Dec 1955, 22 Dec 1964",{'Discharge': 'Cfs (cubic feet per second)'}
3034,56,Klamath River,,,42.0,-121.5,Yearly (specific dates given),"22 Dec 1955, 22 Dec 1964",{'Discharge': 'Cfs (cubic feet per second)'}
3034,256,North Fork American River at North Fork Dam,38.9375,-121.0236111,,,Variable; multiple dates across years with differing intervals,"Jan 27, 1942 - May 19, 1958","{'Gage_height': 'feet', 'Discharge': 'cfs (cubic feet per second)'}"
1607,412,"Eleanor Creek near Hetch Hetchy (Sequoia), Calif.",37.7333,-119.55,,,Yearly,1910-01-01-1939-12-31,"{'Discharge': 'second-feet and acre-feet', 'Run-off': 'acre-feet'}"
1607,412,"South Fork of Tuolume River near Oakland Recreation Camp, Calif.",38.0,-120.5,,,Yearly,1924-01-01-1939-12-31,{'Discharge': 'second-feet and acre-feet'}
1607,412,"Middle Tuolumne River near Buck Meadows, Calif.",38.1,-120.4,,,Yearly,1917-01-01-1939-12-31,{'Discharge': 'second-feet and acre-feet'}
2913,76,"Bear River at Alexander, Idaho",,,42.35,-111.75,Yearly,1911-12/05/1920-12/31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,76,"Cottonwood Creek near Swan Lake, Idaho",42.3833,-111.9167,,,Monthly and yearly,1939-01/01/1946-12/31,{'Discharge': 'cubic feet per second (cfs)'}
2252,657,San Gabriel River,34.0973,-117.8999,,,"daily (1894-95, 1898), monthly (March to December for years 1907 and 1908)","March 27, 1907-December 31, 1907; January 1, 1908-December 31, 1908",Sec.-feet
2561,14,Redwood Creek Basin,,,40.5,-124.2,Annual,MM/DD/YYYY-MM/DD/YYYY,"{'Precipitation': 'inches', 'Runoff': [""1000's of acre-ft"", 'Inches'], 'Water_Loss': 'inches'}"
2561,14,Redwood Creek above gage near Blue Lake,,,40.5,-124.2,Annual,MM/DD/YYYY-MM/DD/YYYY,"{'Precipitation': 'inches', 'Runoff': [""1000's of acre-ft"", 'Inches'], 'Water_Loss': 'inches'}"
2561,14,Lost River area above Boundary damsite,,,41.9,-123.2,Annual,MM/DD/YYYY-MM/DD/YYYY,"{'Precipitation': 'inches', 'Runoff': [""1000's of acre-ft"", 'Inches'], 'Water_Loss': 'inches'}"
2561,14,Trinity River Basin,,,40.8,-123.1,Annual,MM/DD/YYYY-MM/DD/YYYY,"{'Precipitation': 'inches', 'Runoff': [""1000's of acre-ft"", 'Inches'], 'Water_Loss': 'inches'}"
15,110,North Fork Willow Creek,37.2138889,-119.4916667,,,Annual,1946-12-31 to 1950-12-31,"cubic feet per second (cfs), acre-feet"
15,110,South Fork Willow Creek near North Fork,37.2138889,-119.4916667,,,Annual and Monthly,1910-09-30 to 1917-12-31,"cubic feet per second (cfs), acre-feet"
56850,273,Agua Caliente Creek,33.288611,-116.652778,,,Hourly for certain dates in the current year and daily from October to September for other years,02/10/1961-Current Year,"{'Discharge': ['ft3/s', 'm3/s'], 'Gage_Height': ['ft', 'm']}"
70038668,76,Beacon Creek at Helendale,34.75,-117.3147,,,Annual maximum from 1959-60 to monthly precipitation data for specific years,October 1960 to September 1962,"{'Discharge': ""cubic feet per second (cf's)"", 'Gage Height': 'feet', 'Precipitation': 'inches'}"
70038668,76,Mojave River at Barstow,34.9069,-117.0222,,,Daily and yearly data from October 1930 to September 1962,October 1930 to September 1962,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Runoff': 'acre-feet'}"
3089,666,Lopez Creek,41.9566667,-124.2011111,,,"Daily measurements for discharge and gage height, Annual summaries for total and mean discharge",10/01/1961-09/30/1965,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_height': 'feet', 'Cumulative_Discharge': 'acre-feet (AC-FT)'}"
2447,165,Smith Fork,,,,,Annual peak stages and discharges,"May 7, 1955 - June 5, 1957","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2447,165,Iron Creek,38.6833,-107.6,,,Annual peak stages and discharges,"Oct. 14, 1947 - Aug. 20, 1952","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2447,165,East Muddy Creek,39.0167,-107.3667,,,Annual peak stages and discharges,"Apr. 30, 1935 - May 26, 1945","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
