doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3671,45,Petaluma Creek,,,38.2321,-122.6399,Water years 1949-1953 (annual),1949-10/1953-09,{'Discharge': 'mgd and cfs'}
3671,45,Novato Creek,,,38.1096,-122.5575,Water years 1947-1953 (annual),1947-10/1953-09,{'Discharge': 'mgd and cfs'}
15,348,Butt Creek,39.5333,-122.0167,,,Monthly and yearly,1905-09/30 to 1921-09/30,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
194,576,MAD RIVER NEAR ARCATA,,,40.874,-124.073,Daily measurements over one year,10/01/1963-09/30/1964,°F (Fahrenheit)
3058,365,Little Panoche Creek Tributary No. 1,36.7181,-120.8639,,,Monthly and yearly measurements from October 1958 to September 1960,10/1958-09/1960,"{'Discharge': 'cubic feet per second (cfs)', 'Acre-Feet': 'acre-feet'}"
3034,243,Jackson Creek at mouth,39.45694,-120.60417,,,Annual (specific dates per year),"1926-04/05, 1927-02/21, 1928-03/25","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
3034,243,South Yuba River at Jones Bar,39.292,-121.1036,,,Annual (specific dates per year),"1941-05/13, 1942-01/27, 1943-01/22","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
1607,407,Merced River,,,37.45,-120.9,Yearly,1916-01-01/1939-12-31,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,407,Merced River near Merced Falls,,,37.41,-120.88,Yearly,1902-01-01/1925,{'Discharge': 'second-feet'}
1607,407,Merced River near Livingston,,,37.99,-121.18,Yearly,1923-01-01/1939,{'Discharge': 'second-feet'}
70038398,498,Jacoby Creek near Freshwater,40.7916667,-124.0027778,,,Annual,"1954-64, 1965","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
70038398,498,South Fork Salmon River near Forks of Salmon,41.2222222,-123.25,,,Annual,1958-65,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
70038398,498,Hayfork Creek near Hayfork,40.5194444,-123.0847222,,,Annual,1956-65,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
70038398,498,South Fork Smith River near Crescent City,41.7916667,-124.025,,,Annual,"1911-13, 1954-61, 1962-65","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3217,203,Santa Clara River near Saugus,,,,,Yearly,1936-01/01/1936-12/31/1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
