doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
56808,65,PIT RIVER BELOW PIT NO. 1 POWERHOUSE,40.983333,-121.510833,,,Daily measurements over a period of one year (October 1977 to September 1978),08/1975-09/1978,"{'Discharge': 'cubic feet per second (ft3/s)', 'Acres_Foot': 'acre-ft', 'Specific_Conductance': 'micro-mhos', 'pH': 'unitless', 'Temperature': 'degrees Celsius (°C)', 'Dissolved_Oxygen': 'milligrams per liter (mg/L)', 'Alkalinity': 'milligrams per liter as CaCO3'}"
3992,30,McElmo Creek,,,37.3667,-108.5167,"Annual (1959 - 1963), Monthly or Daily (1926 - 1945)",01/01/1926-12/31/1963,
3992,30,Chinle Creek,,,36.19,-109.2833,"Annual (1959 - 1963), Monthly or Daily (1914)",01/01/1914-12/31/1963,
70038668,147,Santa Ana River near San Bernardino,34.0706,-117.2781,34.0706,-117.2781,Annual,10/1928-12/1961,cubic feet per second
1627,100,South Fork Tule River near Success,36.0416667,-118.8569444,,,Monthly and yearly discharge for some periods,"06/1930-12/1954, 01/1956-09/1965","{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Drainage_Area': 'square miles', 'Average_Discharge': 'acre-feet per year'}"
1641,572,COSGROVE CREEK,38.136111,-120.834444,,,Daily measurements for discharge (cfs) and gage height (G.H.) during extreme events; monthly average for annual data,October 1929 to September 1969,"{'Discharge': 'Cubic feet per second (cfs)', 'Gauge Height': 'Feet above mean sea level'}"
15,153,Tuolumne River at Hetch Hetchy cabin,37.9667,-119.7667,,,Monthly and yearly,1911-10/01/1916-09,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
15,153,Falls Creek near Hetch Hetchy,37.9667,-119.7667,,,Monthly and yearly,1916-10/01/1935-09,{'Discharge': 'cubic feet per second'}
15,32,Kern River at Isabella,,,,,Yearly,1911-06/01/1935,"cubic feet per second (discharge), acre-feet (runoff)"
9716,13,"EEL RIVER AT SCOTIA, CA",40.491667,-124.098611,,,Monthly to yearly estimates,October 1910 to current year,"{'Discharge': 'ft3/s and n3/s', 'Area': 'ni2 and kn2', 'Flow': 'acre-ft/yr and kn3/yr'}"
9716,13,"SALMON RIVER AT SOMES BAR, CA",41.377778,-123.476389,,,Monthly to yearly estimates,September 1911 to current year,"{'Discharge': 'ft s/s and n3/s', 'Area': 'ni2 and kn2', 'Flow': 'acre-ft/yr and kn3/yr'}"
3033,149,Santa Cruz Creek,34.5967,-119.9078,,,Annual (dates indicate peak measurements within a water year),1941-12-28 to 1945-03-17,"{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2913,449,Chewaucan River,,,42.683333,-120.583333,Monthly and yearly,"{'Runoff': 'October 1946-September 1950', 'Discharge': '1912-1950'}","{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}"
70038676,135,Sycamore Creek Above Pine Flat Reservoir,36.9202777778,-119.308888889,,,Daily measurements from October to September of the following year,10/01/1969-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Water Year Total and Mean Discharges': 'acre-feet'}"
