doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
24284,223,Hot Springs Creek,34.5416666667,-119.880555556,,,"Varies by year and month, typically monthly or less frequently",07/27/1950-09/29/1959,"{'Discharge': 'gpm (gallons per minute)', 'Temperature': 'Fahrenheit (°F)'}"
2447,394,Santa Clara River,37.0167,-113.6667,,,Various dates within water years,01/17/1951-07/30/1956,"{'Gage height': 'feet', 'Discharge': 'cfs'}"
4316,20,"Backbone Draw near Richfield, Utah",,,41.7689,-111.4644,Annual peaks,1970-,
4316,20,"Peterson Creek near Sigurd, Utah",,,38.9669,-111.6986,Annual peaks,1959-68.,
4316,20,"Cottonwood Creek near Salina, Utah",,,38.9531,-111.8978,Annual peaks,1959-68.,
4316,20,"Salina Creek above diversions, near Salina, Utah",,,38.9531,-111.8978,Annual peaks,1959-,
4317,42,Morses Creek at Bolinas,37.925,-122.653,37.925,-122.653,Daily or monthly figures (calendar years),01/01/1967-12/31/1969,sq mi
4317,42,Audubon Creek near Bolinas,37.924,-122.664,37.924,-122.664,Annual peaks (water years),01/01/1967-12/31/1969,sq mi
4317,42,Pine Creek at Bolinas,37.925,-122.664,37.925,-122.664,Daily or monthly figures (calendar years),01/01/1967-12/31/1970,sq mi
4317,42,Nicasio Creek near Nicasio,38.066,-122.801,38.066,-122.801,Annual peaks (water years),01/01/1962-12/31/Current,sq mi
4317,42,Walker Creek near Tomales,38.112,-122.933,38.112,-122.933,Daily or monthly figures (calendar years),01/01/1959-12/31/Current,sq mi
4317,42,Salmon Creek at Bodega,38.378,-123.043,38.378,-123.043,Annual peaks (water years),01/01/1962-12/31/Current,sq mi
4317,42,Russian River near Redwood Valley,39.307,-123.349,39.307,-123.349,Daily or monthly figures (calendar years),01/01/1963-12/31/1968,sq mi
4317,42,East Fork Russian River near Calpella,39.218,-123.203,39.218,-123.203,Daily or monthly figures (calendar years),01/01/1965-12/31/Current,sq mi
