doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
251,25,San Francisco River at Alma,1 year,01/01/1904-12/31/1938,Not specified,35.0979,-107.6903,251_page_25_table1.csv
251,25,San Francisco River at Clifton,1 year,01/01/1899-12/31/1938,Not specified,33.8315,-109.789,251_page_25_table1.csv
251,25,San Francisco River near Alma,1 year,01/01/1912-12/31/1938,Not specified,35.0979,-107.6903,251_page_25_table1.csv
251,25,San Francisco River near Glenwood,1 year,01/01/1927-12/31/1938,Not specified,36.0567,-106.0869,251_page_25_table1.csv
251,25,San Jose Canal near Solomonsville,1 year,01/01/1899-12/31/1938,Not specified,32.9814,-111.6586,251_page_25_table1.csv
56417,355,Lost Creek Near Clipper Mills,Daily measurements across multiple years,"October 1927 to September 1941, October 1948 to current year","{'Discharge': 'cubic feet per second (ft3/s) and cubic meters per second (m3/s)', 'Area': 'square miles (mi2), square kilometers (km2), acre-feet (acre-ft), hectare cubic meters (hm3)', 'Flow Extremes': 'cubic feet per second'}",39.57361,-121.14056,56417_page_355_table1.csv
3144,324,Tanque Verde Creek,Daily (for water year measurements),10/1959-09/1965,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Acre-Foot': 'acre-ft'}",32.2466667,-110.6794444,"3144_page_324_table1.csv,3144_page_324_table2.csv"
2447,222,Middle Piney Creek near Big Piney,Variable (detailed only for peak years),05/01/1914-11/23/1918,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",42.5555556,-110.3444444,"2447_page_222_table1.csv,2447_page_222_table2.csv"
70038675,346,PAJARO RIVER NEAR GILROY,Daily measurements over the water year (October 1969 to September 1970),10/01/1969-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Water_Year_Discharge_Total': 'acre-feet', 'Mean_Daily_Discharge': 'cfs'}",36.948333,-121.510833,70038675_page_346_table1.csv
3089,338,Franz Creek near Kellogg,"daily for specific months (Oct 1963 - Sep 1965), annual maximums and low-flow measurements between 1957-62","10/1963-09/1965, with additional data for water years 1957-62","{'Discharge': 'cubic feet per second', 'Gage height': 'feet', 'Annual total discharge': 'acre-feet'}",38.608333,-122.693056,"3089_page_338_table1.csv,3089_page_338_table2.csv"
3117,194,GRINDSTONE CREEK NEAR ELK CREEK,Daily for water years October 1965 to September 1970; Monthly and yearly discharge recorded at other times.,"October 1935-November 1937, October 1939-April 1940, October 1965-September 1970","{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Water Year Total': 'acre-feet'}",39.677222,-122.530833,"3117_page_194_table1.csv,3117_page_194_table2.csv"
