doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
4317,16,"Cuyama River (head of Santa Maria River) near Ventucopa, Calif",Annual or more frequent measurements from 1944 to 1958,01/01/1944-12/31/1958,Not specified in the document,34.95,-119.9,4317_page_16_table1.csv
4317,16,"Aliso Canyon Creek near New Cuyama, Calif",Annual or more frequent measurements from 1963 onwards,01/01/1963-12/31/2023,Not specified in the document,34.9,-119.98,4317_page_16_table1.csv
4317,16,"Cuyama (Santa Maria) River below Buckhorn Canyon, near Santa Maria, Calif",Annual or more frequent measurements from 1903 to 1959 onwards,01/01/1903-12/31/2023,Not specified in the document,34.9333,-120.4333,4317_page_16_table1.csv
4317,16,"Sisquoc River near Sisquoc, Calif",Annual or more frequent measurements from 1929 to 1933 and 1943 onwards,01/01/1929-12/31/1933; 01/01/1943-12/31/2023,Not specified in the document,34.97,-120.32,4317_page_16_table1.csv
4317,16,"Santa Maria River at Guadalupe, Calif",Annual or more frequent measurements from 1940 onwards,01/01/1940-12/31/2023,Not specified in the document,34.9333,-120.4333,4317_page_16_table1.csv
4317,16,"Arroyo Grande near Arroyo Grande, Calif",Annual or more frequent measurements from 1958 to 1966,01/01/1958-12/31/1966,Not specified in the document,35.2833,-120.6325,4317_page_16_table1.csv
4317,16,"Santa Ynez River at barrier, near Surf, Calif",Annual or more frequent measurements from 1946 to 1965,01/01/1946-12/31/1965,Not specified in the document,35.28,-120.64,4317_page_16_table1.csv
3033,49,Soquel Creek,Annual,1892-1965,"['cubic feet', 'inches']",36.9825,-121.7533,3033_page_49_table1.csv
3033,49,Pescadero Creek,Annual,1892-1965,"['cubic feet', 'inches']",37.1354,-122.4508,3033_page_49_table1.csv
3033,49,Guadalupe River,Annual,1903-1965,"['cubic feet', 'inches']",35.2882,-120.6596,3033_page_49_table1.csv
3033,49,Coyote Creek,Annual,1903-1965,"['cubic feet', 'inches']",37.3479,-121.9481,3033_page_49_table1.csv
3033,49,Alameda Creek,Annual,1892-1965,"['cubic feet', 'inches']",37.7288,-122.1824,3033_page_49_table1.csv
3033,49,Lorenzo Creek,Annual,1940-1965,"['cubic feet', 'inches']",37.9848,-121.8057,3033_page_49_table1.csv
3033,49,Pinole Creek,Annual,1939-1965,"['cubic feet', 'inches']",37.9721,-122.289,3033_page_49_table1.csv
3033,49,Pacheco Creek,Annual,1939-1965,"['cubic feet', 'inches']",37.6988,-121.8063,3033_page_49_table1.csv
3033,49,Ramon Creek,Annual,1953-1965,"['cubic feet', 'inches']",37.9865,-121.899,3033_page_49_table1.csv
3033,49,Marsh Creek,Annual,1958-1965,"['cubic feet', 'inches']",37.5097,-121.0573,3033_page_49_table1.csv
2252,397,Birch Creek,Variable intervals (ranging from days to years),10/10/1903-06/29/1909,Sec.-ft.,37.3646,-118.3998,2252_page_397_table1.csv
2252,397,"Bishop Creek, North Fork",Interval of 4 years,06/18/1904,Sec.-ft.,37.3646,-118.3998,2252_page_397_table1.csv
2252,397,Carroll Creek,Variable intervals (ranging from months to years),05/21/1907-05/25/1910,Sec.-ft.,36.7542,-118.1494,2252_page_397_table1.csv
2252,397,Clear Creek,Variable intervals (ranging from months to years),10/13/1903-06/14/1905,Sec.-ft.,36.7422,-118.175,2252_page_397_table1.csv
2252,397,Convict Creek,Variable intervals (ranging from years to months),08/04/1902-07/18/1907,Sec.-ft.,37.3646,-118.3998,2252_page_397_table1.csv
2252,397,Convict Creek,Variable intervals (ranging from years to months),08/04/1902-07/18/1907,Sec.-ft.,36.8889,-118.4167,2252_page_397_table1.csv
2252,397,Cottonwood Creek,Variable intervals (ranging from months to years),10/31/1903-09/28/1907,Sec.-ft.,36.7542,-118.1494,2252_page_397_table1.csv
2252,397,Coyote Creek,Variable intervals (ranging from months to years),10/12/1903-04/29/1907,Sec.-ft.,37.3646,-118.3998,2252_page_397_table1.csv
2252,397,Division Creek,Variable intervals (ranging from months to years),10/13/1903-02/19/1907,Sec.-ft.,36.7422,-118.175,2252_page_397_table1.csv
2252,397,Goodale Creek,Variable intervals (ranging from months to years),10/13/1903-11/17/1905,Sec.-ft.,36.7422,-118.175,2252_page_397_table1.csv
2252,397,Goodale Creek,Variable intervals (ranging from months to years),10/13/1903-11/17/1905,Sec.-ft.,37.05,-117.875,2252_page_397_table1.csv
2252,397,Horton Creek,Variable intervals (ranging from months to years),04/28/1904-11/25/1908,Sec.-ft.,36.9167,-118.5333,2252_page_397_table1.csv
2252,397,Horton Creek,Variable intervals (ranging from months to years),04/28/1904-11/25/1908,Sec.-ft.,37.0,-118.4833,2252_page_397_table1.csv
47988,80,Alameda Creek tributary near Niles,Annual,10/1958-07/1971,"{'Gage Height': 'ft', 'Discharge': 'cfs'}",37.5875,-121.9611111,47988_page_80_table1.csv
47988,80,Arroyo del Hambre near Martinez,Annual,10/1958-03/1971,"{'Gage Height': 'ft', 'Discharge': 'cfs'}",37.6675,-122.1676389,47988_page_80_table1.csv
47988,80,Putah Creek tributary near Whispering Pines,Annual,10/1958-12/1970,"{'Gage Height': 'ft', 'Discharge': 'cfs'}",38.7861111,-122.6916667,47988_page_80_table1.csv
47988,80,Capell Creek tributary near Wooden Valley,Annual,10/1958-12/1970,"{'Gage Height': 'ft', 'Discharge': 'cfs'}",38.4347222,-122.2041667,47988_page_80_table1.csv
3090,412,Sacramento weir spill to Yolo bypass,"Monthly for water years 1940-1951, daily for some periods",10/01/1939-09/30/1965,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",38.606944,-121.3875,"3090_page_412_table1.csv,3090_page_412_table2.csv,3090_page_412_table3.csv"
56502,324,"EEL RIVER NEAR DOS RIOS, CA",Daily to yearly intervals (specific dates provided),10/06/1976-09/21/1977,"{'Discharge': 'CFS', 'Specific Conductance': 'MICRO-MHOS', 'pH': 'UNITS', 'Temperature': 'DEG C', 'Turbidity': 'JTU', 'Dissolved Oxygen': 'MG/L', 'Chemical Oxygen Demand (High Level)': 'MG/L', 'Biochemical Oxygen Demand 5 Day': 'MG/L', 'Hardness (Ca,Mg)': 'MG/L', 'Non-Carbonate Hardness': 'MG/L', 'Dissolved Calcium': 'MG/L', 'Dissolved Magnesium': 'MG/L', 'Dissolved Sodium': 'MG/L', 'Percent Sodium': '', 'Sodium Adsorption Ratio': '', 'Dissolved Potassium': 'MG/L', 'Bicarbonate': 'MG/L', 'Carbonate': 'MG/L', 'Alkalinity as CaCO3': 'MG/L'}",39.62666667,-123.34333333,56502_page_324_table1.csv
583,361,Indian Creek near Crescent Mills,Daily measurements for the water year October 1944 to September 1945,10/01/1944-09/30/1945,"{'Discharge': 'second-feet', 'Gage Height': 'feet'}",40.0833,-120.9333,"583_page_361_table1.csv,583_page_361_table2.csv,583_page_361_table3.csv"
3034,281,Sprague River,Annual to semi-annual,1912-05-25 to 1965-12-26,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}",42.5667,-121.8625,"3034_page_281_table1.csv,3034_page_281_table2.csv"
70038675,172,San Timoteo Creek,Daily measurements over the water year October 1969 to September 1970,10/1969-09/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",34.06361,-117.27194,70038675_page_172_table1.csv
