doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
70038394,24,Quality of Surface Waters in the United States (1941-1949),Annual,01/01/1941-12/31/1949,,36.7783,-119.4179,"70038394_page_24_table1.csv,70038394_page_24_table2.csv"
70038394,24,Quality of Surface Waters in the United States (1950-1963),Annual,01/01/1950-12/31/1963,,36.7783,-119.4179,"70038394_page_24_table1.csv,70038394_page_24_table2.csv"
2063,229,Green River,Annual,09/01/1895-12/31/1914,Acre-feet,39.5016,-110.7447,2063_page_229_table1.csv
70038676,298,PIT RIVER NEAR MONTGOMERY CREEK,Daily measurements between October and September of consecutive years,10/1944-09/current year,cubic feet per second (cfs),40.843333,-122.016111,70038676_page_298_table1.csv
1630,181,Warm Creek Floodway,Daily measurements recorded throughout the year,01/01/1961-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",34.095833,-117.275,"1630_page_181_table1.csv,1630_page_181_table2.csv"
2848,27,Ozena,1 year,1904-01/01/1904-12/31/1913,inches,34.333,-119.317,"2848_page_27_table1.csv,2848_page_27_table2.csv"
70038395,182,Bautista Creek near Hemet,Daily to annual intervals,10/1947-09/1965,"{'Discharge': 'cfs (cubic feet per second)', 'Area': 'sq mi, acre-ft'}",33.694444,-116.85,70038395_page_182_table1.csv
3982,16,Provo River,"['Daily or monthly figures', 'Annual peaks']","['01/01/1903-12/31/1905', '01/01/1933-12/31/1934', '01/01/1937-']",,34.0494,-118.2599,3982_page_16_table1.csv
3982,16,Dry Creek,"['Daily or monthly figures', 'Annual peaks']","['01/01/1947-12/31/1955', 'Annual peaks from 1959']",,38.0808,-109.8886,3982_page_16_table1.csv
3982,16,Tickville Gulch,['Annual peaks'],['1960-'],,40.6997,-111.8923,3982_page_16_table1.csv
3217,328,Eel River at Van Arsdale Dam (Discharge),Annual,1910-01/01-1925-12/31,cubic feet per second and acre-feet,39.316,-123.183,"3217_page_328_table1.csv,3217_page_328_table2.csv"
1607,448,Klamath River near Seiad Valley,Annual (Yearly),01/01/1913-09/30/1921,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",41.7,-123.4,"1607_page_448_table1.csv,1607_page_448_table2.csv,1607_page_448_table3.csv,1607_page_448_table4.csv,1607_page_448_table5.csv"
1607,448,Klamath River at Somesbar,Annual (Yearly),01/01/1928-12/31/1939,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",41.6,-123.3,"1607_page_448_table1.csv,1607_page_448_table2.csv,1607_page_448_table3.csv,1607_page_448_table4.csv,1607_page_448_table5.csv"
1607,448,Klamath River near Requa,Annual (Yearly),01/01/1911-12/31/1925,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",41.8,-123.5,"1607_page_448_table1.csv,1607_page_448_table2.csv,1607_page_448_table3.csv,1607_page_448_table4.csv,1607_page_448_table5.csv"
1607,448,Sprague River near Chiloquin,Annual (Yearly),01/01/1922-12/31/1939,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}",42.4,-121.8,"1607_page_448_table1.csv,1607_page_448_table2.csv,1607_page_448_table3.csv,1607_page_448_table4.csv,1607_page_448_table5.csv"
1607,448,Wood River at Fort Klamath,Annual (Yearly),01/01/1914-12/31/1936,{'Discharge': 'second-feet'},42.6,-121.9,"1607_page_448_table1.csv,1607_page_448_table2.csv,1607_page_448_table3.csv,1607_page_448_table4.csv,1607_page_448_table5.csv"
2245,43,East Fork of Russian River,Annual,1910-07-01-1926-07-01,cubic feet per second (cfs),39.1372,-123.2119,"2245_page_43_table1.csv,2245_page_43_table2.csv"
24284,30,Site 31,Several months to several years,1955-09 (start) to several years later,Ratios to median flow,35.0,-118.5,24284_page_30_table1.csv
24284,30,Site 136,Several months to several years,1955-09 (start) to several years later,Ratios to median flow,35.0,-118.5,24284_page_30_table1.csv
24284,30,Site 142,Several months to several years,1955-09 (start) to several years later,Ratios to median flow,35.0,-118.5,24284_page_30_table1.csv
724,615,Putah Creek near Guenoc,Monthly discharge for some periods; daily discharge recorded in water year October 1959 to September 1960,February 1904 to September 1960,"{'Discharge': 'cubic feet per second (cfs)', 'Area': 'square miles (sq mi) and acre-feet (acre-ft)', 'Temperature': None}",38.7791666667,-122.5166666667,"724_page_615_table1.csv,724_page_615_table2.csv"
2447,218,East Fork at East Fork Canal,Annual (where data is available),06/16/1916-06/13/1962,"{'Gage_height': 'feet', 'Discharge': 'cfs'}",42.683333,-109.466667,"2447_page_218_table1.csv,2447_page_218_table2.csv"
194,40,Stream Discharge,Daily to Annual (based on discharges or sample collections),"1924-1931, 1941-1964","['Cubic Feet per Second', 'Milligrams/Liter']",,,"194_page_40_table1.csv,194_page_40_table2.csv"
1607,403,South Fork of San Joaquin River near Florence Lake,yearly,1922-09-30/1939-12-31,"['second-feet', 'acre-feet']",36.3833,-118.95,"1607_page_403_table1.csv,1607_page_403_table2.csv,1607_page_403_table3.csv,1607_page_403_table4.csv"
1607,403,Bear Creek near Vermilion Valley,yearly,1922-09-30/1939-12-31,"['second-feet', 'acre-feet']",36.6667,-119.2,"1607_page_403_table1.csv,1607_page_403_table2.csv,1607_page_403_table3.csv,1607_page_403_table4.csv"
56845,118,"INDEPENDENCE CREEK NEAR TRUCKEE, CA",Daily measurements over water year October 1977 to September 1978,October 1977-September 1978,"{'Flow': 'cubic feet per second (ft3/s)', 'Volume': 'acre-feet/yr and hectometric cubic meters/year (hm³/yr)'}",39.455556,-120.286944,56845_page_118_table1.csv
3217,363,Williamson River below Sprague River,Monthly and yearly,1916-11/01/1945-09/30,"{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}",42.566667,-121.866667,"3217_page_363_table1.csv,3217_page_363_table2.csv,3217_page_363_table3.csv"
4561,244,Middle Fork of American River,"Daily for the year ending Sept. 30, 1917; Discharge measurements noted on specific dates within that range","Nov. 17, 1916 - Sept. 30, 1917","{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft'}",38.7685,-120.8482,"4561_page_244_table1.csv,4561_page_244_table2.csv,4561_page_244_table3.csv"
56808,112,COW CREEK NEAR MILLVILLE,Daily for specific measurements; monthly and annual summaries provided,11/01/1977-09/30/1978,"{'Water_Discharge': 'CFS (cubic feet per second)', 'Suspended_Sediment_Discharge': 'Tons', 'Bedload_Discharge': 'Tons', 'Temperature': 'Degrees Celsius'}",34.1833,-119.2833,"56808_page_112_table1.csv,56808_page_112_table2.csv"
