doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
56363,398,Elder Creek at Gerber,40.0514,-122.1648,,,annual,03/07/1975-03/07/1975,"{'height': 'feet', 'Discharge': 'ft3/s'}"
56363,398,Snake Creek near Paskenta,,,40.05,-122.75,annual,03/07/1975-03/07/1975,"{'height': 'feet', 'Discharge': 'ft3/s'}"
56363,398,North Fork Calf Creek near Butte Meadows,,,40.1167,-122.6833,annual,05/15/1975-05/15/1975,"{'height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Albion River near Comptche,39.261111,-123.616667,,,Annual,02/29/1976-02/29/1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Hull Creek near Potter Valley,39.54325,-122.926111,,,Annual,03/01/1976-03/01/1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Corbin Creek near Elk Creek,39.548889,-122.724444,,,Annual,06/18/1971-1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Cold Creek tributary near Elk Creek,39.433333,-122.759722,,,Annual,"1969-1970c, 1971-1976","{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Hammerhorn Creek near Covelo,39.945,-122.996389,,,Annual,03/36/1969-1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,South Fork Eel River near Branscomb,39.718583,-123.651667,,,Annual,02/26/1976-02/26/1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Tenmile Creek near Laytonville,39.7625,-123.541667,,,Annual,02/26/1976-02/26/1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,South Fork Salmon River near Forks of Salmon,41.222222,-123.25,,,Annual,11/15/1975-11/15/1975,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
56404,463,Hayfork Creek near Hayfork,40.519444,-123.084722,,,Annual,02/26/1976-02/26/1976,"{'Gage_Height': 'feet', 'Discharge': 'ft3/s'}"
