doc_id,page_number,watersource_name,temporal_resolution,dates_of_recording,units_of_measurement,latitude,longitude,csv_files
3034,167,Bear River near Salt Springs Dam,Annual (yearly),"November 1950-May 31, 1950","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",38.493611,-120.288333,"3034_page_167_table1.csv,3034_page_167_table2.csv"
47988,81,"Sulphur Creek near St. Helena, Calif.",Annual,12/21/1955-01/30/1968,"{'Gage_height': 'ft', 'Discharge': 'cfs'}",38.4888889,-122.4805556,47988_page_81_table1.csv
47988,81,"Lake Hennessey tributary near Rutherford, Calif.",Annual,02/16/1959-01/21/1971,"{'Gage_height': 'ft', 'Discharge': 'cfs'}",38.4880556,-122.3541667,47988_page_81_table1.csv
47988,81,"Sonoma Creek near Kenwood, Calif.",Annual,02/24/1958-12/03/1971,"{'Gage_height': 'ft', 'Discharge': 'cfs'}",38.4338889,-122.5383333,47988_page_81_table1.csv
47988,81,"East Fork Russian River tributary near Potter Valley, Calif.",Annual,01/12/1959-01/16/1971,{'Gage_height': 'ft'},39.0227778,-123.1152778,47988_page_81_table1.csv
3089,367,Soda Creek tributary near Boonville,Annual and daily (for discharge and precipitation),October 1964 to September 1965,"{'Discharge': 'cubic feet per second', 'Gage_Height': 'feet', 'Precipitation': 'inches'}",39.0255556,-123.2902778,"3089_page_367_table1.csv,3089_page_367_table2.csv"
194,619,River Creek Near Russian Sulphur,Daily to monthly (varies by year),01/06/1963-09/29/1964,VPWC in percentages and other metrics possibly in feet or meters,35.2161,-118.8396,194_page_619_table1.csv
194,619,Bear Creek Near Rumsey,Daily to monthly (varies by year),01/06/1963-09/29/1964,VPWC in percentages and other metrics possibly in feet or meters,35.1833,-118.8667,194_page_619_table1.csv
210,263,Dry Creek near Geyserville,Variable (ranging from daily to specific dates within a year),10/02/1968-09/30/1969,"{'Temperature': 'Degrees Celsius', 'Discharge': 'Cubic Feet per Second (CFS)', 'Suspended Sediment Concentration': 'Milligrams per Liter (mg/L) and Tons/Day', 'Turbidity': 'Milligrams per Liter of Silica'}",38.6382,-122.7953,"210_page_263_table1.csv,210_page_263_table2.csv,210_page_263_table3.csv"
70038675,294,Santa Ynez River at Pine Canyon,Monthly discharge for some periods; daily from Mar 5 and Nov 29 to current year.,"May 1941-October 1946, August 1964-current","{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Flow Extremes': '', 'Annual Discharge': 'acre-feet'}",34.672222,-120.491667,70038675_page_294_table1.csv
2294,95,Mokelumne River,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}",38.0983,-120.7892,2294_page_95_table1.csv
2294,95,Stanislaus River,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}",37.9617,-120.7533,2294_page_95_table1.csv
2294,95,Tuolumne River,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}",37.9492,-120.3675,2294_page_95_table1.csv
2294,95,Merced River,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}",37.5683,-119.725,2294_page_95_table1.csv
3034,280,Sycan River near Beatty,Varies (Annual peaks recorded),"May 22, 1912-May 20, 1925","{'Gage_Height': 'feet', 'Discharge': 'cfs'}",42.55,-121.3166667,"3034_page_280_table1.csv,3034_page_280_table2.csv"
