doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
251,73,Alamo Canal at Andrade,,,37.35,-120.75,Annual,01/01/1908-12/31/1938,"{'Mean discharge': 'second-feet', 'Runoff': 'acre-feet'}"
47988,61,"Eldorado Creek at Mountain Ranch, Calif.",38.227222,-120.543611,,,Annual,07/23/1962-12/20/1970,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,61,"Deer Creek near Shingle Springs, Calif.",38.658333,-120.990278,,,Annual,08/10/1962-01/21/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,61,"Little Chico Creek tributary at Forest Ranch, Calif.",39.877778,-121.673889,,,Annual,07/23/1962-01/21/1971,{'Gage_Height': 'ft'}
12711,26,Butte Basin,,,38.0,-120.7,Annual to monthly (depending on year),1915-16-01/1970-12-31,feet
2913,102,Blacksmith Fork below Utah Power & Light Co.'s plant,,,41.75,-111.95,Annual,1906-07-01 to 1916-09-30,"cubic feet per second (for discharge), acre-feet (for runoff)"
2913,102,"Clarkston Creek near Newton, Utah",41.9,-111.9667,,,Monthly and yearly,1939-10 to 1947-09,"cubic feet per second (for discharge), acre-feet (for runoff)"
648,298,Orestimba Creek near Newman,37.319167,-121.120556,,,Daily measurements available for the year (1951-52),01/01/1932-09/30/1952,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}"
2447,310,Cottonwood Creek near Orangeville,,,,,Varied by year and season,"May 31, 1944 - Aug. 3, 1961","{'Gage Height': 'feet', 'Discharge': 'cfs'}"
2447,310,Cottonwood Creek near Castle Dale,39.1667,-110.9333,,,Varied by year and season,"May 18, 1948 - June 7, 1958","{'Gage Height': 'feet', 'Discharge': 'cfs'}"
1532,104,Kern River,35.704,-118.726,,,"Daily for the year ending Sept. 30, 1916",01/10/1916-09/30/1916,"{'Gage height': 'Feet', 'Discharge': 'Second-feet'}"
56419,455,EAST FORK RUSSIAN RIVER NEAR CALPELLA,39.2466667,-123.1291667,,,Daily measurements recorded from October to September each year.,October 1941 to current year,"{'Discharge': 'cubic feet per second (cfs)', 'Flow_Accumulation': 'acre-feet'}"
3058,269,Los Gatos Creek,37.208333,-121.9875,,,Monthly (except some records with yearly resolution),"01/1930-09/1944, 10/1953-09/1960","['cubic feet per second', 'acre-feet']"
2913,381,South Fork Humboldt River,,,40.727778,-116.008333,Yearly,05/31/1940-06/08/1950,"Cubic feet per second (cfs), Acre-feet"
2913,381,Humboldt River near Carlin,40.727778,-116.008333,,,Monthly and yearly,10/1944-09/1950,"Cubic feet per second (cfs), Acre-feet"
2447,193,Leopard Creek,,,,,Varies (multiple dates per water year),04/12/1956-07/29/1962,"{'Gage Height': 'feet', 'Discharge': 'cfs'}"
2447,193,San Miguel River,38.034722,-108.120833,,,Varies (multiple dates per water year),1909-1956,"{'Gage Height': 'feet', 'Discharge': 'cfs'}"
15,47,South Fork of Middle Fork Tule River,,,36.2,-118.7667,Monthly and yearly,1909-12/31 to 1916/09/30,"{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}"
15,47,Bear Creek,36.2,-118.7667,,,Monthly and yearly,1911/10/01 to 1916/09/30,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
3117,750,SOUTH YUBA RIVER TRIBUTARY NEAR SODA SPRINGS,39.315555,-120.456666,,,Annual,03/16/1967-01/14/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,WILLOW GLEN CREEK NEAR RACKERBY,39.406111,-121.308611,,,Annual,11/18/1965-01/14/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,MAGNOLIA CREEK NEAR AUBURN,39.031666,-121.095833,,,Annual,02/06/1966-01/21/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,DRY CREEK NEAR WHEATLAND,39.026388,-121.426111,,,Annual,01/21/1967-01/21/1966,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,KIRKWOOD CREEK NEAR SILVER LAKE,38.702777,-120.069444,,,Annual,05/06/1966-05/05/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,LYONS CREEK TRIBUTARY NEAR LAKEPORT,39.094444,-122.916611,,,Annual,01/29/1966-01/23/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,PHIPPS CREEK NEAR LOWER LAKE,38.9975,-122.554444,,,Annual,12/28/1965-01/23/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3117,750,BEAR CREEK TRIBUTARY NEAR WILBUR SPRINGS,39.0125,-122.358333,,,Annual,02/03/1966-1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
