doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
1140,12,Mississippi River,,,44.9833,-93.2667,Annual,01/01/1899-12/31/1909,Not specified
1140,12,Colorado River,,,35.8647,-114.6265,Annual,01/01/1899-12/31/1909,Not specified
1140,12,Sacramento River,,,38.5816,-121.4944,Annual,01/01/1899-12/31/1909,Not specified
1548,235,Cherry Creek,,,37.87,-119.52,Daily for 1919-1920 and specific dates within years,01/01/1918-09/30/1920,"feet for gage height, second-feet for discharge"
2245,57,Pine Creek near Round Valley,39.3833,-123.2833,,,1 year,01/01/1902-12/31/1923,cubic feet per second (cfs)
2245,57,Bishop Creek near Bishop,37.3603,-118.393,,,1 year,01/01/1902-12/31/1910,cubic feet per second (cfs)
3217,258,Nacimiento River,,,,,Yearly,1940-01-01-1950-12-31,"cubic feet per second, acre-feet"
3217,258,San Antonio River,35.865278,-120.991667,,,Monthly and yearly,1922-10-01-1950-09-30,cubic feet per second
3217,47,San Diego River near Santee,32.7738889,-117.1972222,,,Annual,1936-12/31/1940,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,47,"San Diego River at San Diego, Calif.",32.7611111,-117.1972222,,,Monthly and yearly,1913-12/31/1916,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,47,"Santa Ysabel Creek near Santa Ysabel, Calif.",33.1277778,-116.6777778,,,Annual,1913-12/31/1914,{'Discharge': 'cubic feet per second (cfs)'}
3217,377,Spencer Creek near Keno,42.158333,-122.027778,,,Monthly and yearly,1929-1932,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,377,Klamath River at Spencer Bridge,42.133333,-122.033333,,,Monthly and yearly,1913-1931,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
1607,417,Calaveras River at Jenny Lind,,,37.8,-120.5,Annual,1935-01/01/1939-12/31,"['Second-feet', 'Acre-feet']"
1607,417,Cosgrove Creek near Valley Springs,,,38.2,-120.8,Annual,1930-01/01/1939-12/31,"['Second-feet', 'Acre-feet']"
1607,417,North Fork of Mokelumne River below Salt Springs Dam,,,38.2,-120.8,Annual,1928-01/01/1939-12/31,"['Second-feet', 'Acre-feet']"
1607,417,Mokelumne River near Mokelumne Hill,,,38.1,-120.7,Annual,1928-01/01/1939-12/31,"['Second-feet', 'Acre-feet']"
1572,55,Lone Pine Creek,,,36.3088,-118.4183,Daily and monthly measurements from October to September over multiple years (1919-1927),12/01/1919-09/30/1927,"{'Discharge': 'second-feet', 'Gage Height': 'feet', 'Run-off in acre-feet': 'acre-feet'}"
