doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
1640,680,"SLIDE CREEK NEAR UKIAH, CALIF.",39.070833,-123.209722,,,Annual,1/4/1966-1/23/1970,"{'Gage height': 'feet', 'Discharge': 'cfs'}"
70038672,261,Santa Ynez River near Buellton,34.6138889,-120.2416667,,,Daily measurements across a water year (October to September),October 1963-September 1964,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet'}"
4538,138,Santa Ynez River at Jameson Lake,34.4916667,-119.5144444,,,Daily (implied by continuous measurement over years),12/1930-09/1941,"{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
4538,138,Santa Ynez River near Santa Barbara,34.5277778,-119.6833333,,,Daily (implied by continuous measurement over years),"11/1903-04/1907, 10/1907-01/1908, 02/1910-11/1918, 04/1920-09/1941","{'Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
641,204,Coyote Creek near Madrone,37.168333,-121.648056,,,Daily measurements within water year October 1950 to September 1951,October 1950-September 1951,Cubic feet per second (cfs)
2249,94,Santa Ynez River,34.4205,-119.7273,,,Varies (Measurements taken irregularly throughout the years),"11/01/1903-04/30/1907, 10/01/1907-01/31/1908, 02/06/1910-09/30/1912","{'Gage_height': 'Feet', 'Discharge': 'Cubic feet per second (Sec.-ft.)'}"
2245,41,Laguna Creek at Irvington,37.6747,-122.0756,,,Yearly (MM/YYYY),1902-12/31/1919,Cubic feet per second or similar flow rate unit
70038676,31,Virginia Creek Near Bridgeport,38.1916667,-119.2083333,,,Daily measurements per month for one water year (October 1969 to September 1970),10/01/1969-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Acres_Foot': 'acre-ft'}"
2987,237,River James,,,37.5407,-77.4331,5 years,1934-01/01-1938-12/31,feet per square mile
2987,237,Catawba River,,,36.6667,-80.5667,13 years,1925-01/01-1938-12/31,feet per square mile
2987,237,Tye River,,,37.7833,-78.5333,13 years,1925-01/01-1938-12/31,feet per square mile
2987,237,River Otter,,,37.5833,-78.3333,2 years,1936-01/01-1938-12/31,feet per square mile
2987,237,Dan River,,,36.5,-77.75,9 years,1928-01/01-1937-12/31,feet per square mile
2987,237,Bahama River,,,36.25,-76.75,11 years,1927-01/01-1938-12/31,feet per square mile
2987,237,Fear River,,,34.7167,-78.2833,14 years,1928-01/01-1938-12/31,feet per square mile
2987,237,Deep River,,,35.2167,-78.9167,10 years,1934-01/01-1938-12/31,feet per square mile
2987,237,Dee River,,,35.0333,-80.2333,9 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Brown Creek,,,35.25,-80.6167,9 years,1935-01/01-1938-12/31,feet per square mile
2987,237,Jones Creek,,,36.1667,-80.7833,32 years,1896-01/01-1938-12/31,feet per square mile
2987,237,Tyger River,,,34.4333,-80.5833,8 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Broad River,,,33.6667,-82.3333,5 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Canoochee River,,,32.1833,-81.7,5 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Ocmulgee River,,,32.8333,-83.6333,5 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Tobesofkee River,,,32.8333,-83.6333,5 years,1937-01/01-1938-12/31,feet per square mile
2987,237,Echeconnee River,,,32.8333,-83.6333,5 years,1937-01/01-1938-12/31,feet per square mile
