doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
70038394,24,Quality of Surface Waters in the United States (1941-1949),,,36.7783,-119.4179,Annual,01/01/1941-12/31/1949,
70038394,24,Quality of Surface Waters in the United States (1950-1963),,,36.7783,-119.4179,Annual,01/01/1950-12/31/1963,
2063,229,Green River,39.5016,-110.7447,,,Annual,09/01/1895-12/31/1914,Acre-feet
70038676,298,PIT RIVER NEAR MONTGOMERY CREEK,40.843333,-122.016111,,,Daily measurements between October and September of consecutive years,10/1944-09/current year,cubic feet per second (cfs)
1630,181,Warm Creek Floodway,34.095833,-117.275,,,Daily measurements recorded throughout the year,01/01/1961-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}"
2848,27,Ozena,34.333,-119.317,,,1 year,1904-01/01/1904-12/31/1913,inches
70038395,182,Bautista Creek near Hemet,33.694444,-116.85,,,Daily to annual intervals,10/1947-09/1965,"{'Discharge': 'cfs (cubic feet per second)', 'Area': 'sq mi, acre-ft'}"
3982,16,Provo River,,,34.0494,-118.2599,"['Daily or monthly figures', 'Annual peaks']","['01/01/1903-12/31/1905', '01/01/1933-12/31/1934', '01/01/1937-']",
3982,16,Dry Creek,,,38.0808,-109.8886,"['Daily or monthly figures', 'Annual peaks']","['01/01/1947-12/31/1955', 'Annual peaks from 1959']",
3982,16,Tickville Gulch,,,40.6997,-111.8923,['Annual peaks'],['1960-'],
3217,328,Eel River at Van Arsdale Dam (Discharge),39.316,-123.183,39.316,-123.183,Annual,1910-01/01-1925-12/31,cubic feet per second and acre-feet
1607,448,Klamath River near Seiad Valley,41.7,-123.4,41.7,-123.4,Annual (Yearly),01/01/1913-09/30/1921,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,448,Klamath River at Somesbar,41.6,-123.3,41.6,-123.3,Annual (Yearly),01/01/1928-12/31/1939,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,448,Klamath River near Requa,41.8,-123.5,41.8,-123.5,Annual (Yearly),01/01/1911-12/31/1925,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,448,Sprague River near Chiloquin,42.4,-121.8,42.4,-121.8,Annual (Yearly),01/01/1922-12/31/1939,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,448,Wood River at Fort Klamath,42.6,-121.9,42.6,-121.9,Annual (Yearly),01/01/1914-12/31/1936,{'Discharge': 'second-feet'}
2245,43,East Fork of Russian River,39.1372,-123.2119,,,Annual,1910-07-01-1926-07-01,cubic feet per second (cfs)
24284,30,Site 31,,,35.0,-118.5,Several months to several years,1955-09 (start) to several years later,Ratios to median flow
24284,30,Site 136,,,35.0,-118.5,Several months to several years,1955-09 (start) to several years later,Ratios to median flow
24284,30,Site 142,,,35.0,-118.5,Several months to several years,1955-09 (start) to several years later,Ratios to median flow
724,615,Putah Creek near Guenoc,38.7791666667,-122.5166666667,,,Monthly discharge for some periods; daily discharge recorded in water year October 1959 to September 1960,February 1904 to September 1960,"{'Discharge': 'cubic feet per second (cfs)', 'Area': 'square miles (sq mi) and acre-feet (acre-ft)', 'Temperature': None}"
2447,218,East Fork at East Fork Canal,42.683333,-109.466667,,,Annual (where data is available),06/16/1916-06/13/1962,"{'Gage_height': 'feet', 'Discharge': 'cfs'}"
194,40,Stream Discharge,,,,,Daily to Annual (based on discharges or sample collections),"1924-1931, 1941-1964","['Cubic Feet per Second', 'Milligrams/Liter']"
1607,403,South Fork of San Joaquin River near Florence Lake,36.3833,-118.95,,,yearly,1922-09-30/1939-12-31,"['second-feet', 'acre-feet']"
