doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
604,23,Santa Anita Creek,34.1297,-118.0323,,,10 years,01/01/1938-12/31/1947,Not Specified
604,23,Sawpit Creek,34.134,-117.9891,,,7 years,01/01/1941-12/31/1947,Not Specified
604,23,Sepulveda Creek,34.1599,-118.4667,,,16 years,01/01/1932-12/31/1947,Not Specified
604,23,Tujunga Creek,34.2694,-118.3703,,,16 years,01/01/1932-12/31/1947,Not Specified
604,23,Tujunga Wash,34.1694,-118.3875,,,18 years,01/01/1930-12/31/1947,Not Specified
604,23,Tujunga Wash (central branch),34.1694,-118.3875,,,18 years,01/01/1930-12/31/1947,Not Specified
604,23,Walnut Wash,34.145,-117.9872,,,22 years,01/01/1926-12/31/1947,Not Specified
604,23,West Fork San Gabriel River,34.1383,-117.9228,,,14 years,01/01/1934-12/31/1947,Not Specified
1553,125,Alameda Creek near Niles,,,37.6825,-122.0247,Discrete measurements over the year,10/01/1916-09/30/1921,"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}"
716,744,Sonoma Creek,,,,,1 year,02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Robertson Creek,,,,,1 year,01/12/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Slide Creek,,,,,1 year,02/21/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Sausal Creek,38.6778,-122.8167,,,1 year,02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Franz Creek,38.6083,-122.6931,,,1 year,02/21/1956-02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Maacama Creek,,,,,1 year,02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Dry Creek tributary,38.8861,-123.1542,,,1 year,02/21/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Warm Springs Creek,,,,,1 year,02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Dutcher Creek,38.7222,-122.9764,,,1 year,01/12/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Mill Creek,38.5944,-122.9156,,,1 year,02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Mark West Creek,,,,,1 year,02/24/1958-02/16/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Big Austin Creek,,,,,1 year,,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,Eel River,,,,,1 year,01/12/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,North Fork Salmon River,,,,,1 year,01/12/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
716,744,South Fork Smith River,,,,,1 year,01/29/1958-01/12/1959,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
28076,40,C 1,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
28076,40,C 2,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
28076,40,C 3,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
28076,40,C 4,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
28076,40,C 5,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
28076,40,C 6,,,,,Annual (1973-1975),03/01/1973-12/31/1975,"{'Upstream Drainage Area': 'km2', 'Average Depth': 'm', 'Width': 'm', 'Cross-sectional area': 'm²'}"
