doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
2447,181,Uncompahgre River at Colona,38.3777778,-107.8083333,,,annual,"July 22, 1954-June 30, 1962","{'Gage height': 'feet', 'Discharge': 'cfs'}"
2447,181,Uncompahgre River at Fort Crawford,38.3777778,-107.8083333,,,annual,"May 27, 1896-June 1, 1910","{'Gage height': 'feet', 'Discharge': 'cfs'}"
2447,181,Uncompahgre River at Montrose,38.475,-107.8861111,,,annual,"June 13, 1903-June 2, 1914","{'Gage height': 'feet', 'Discharge': 'cfs'}"
2252,638,Alder Creek,,,33.7685,-117.8311,1 day to 3 years,08/08/1897-10/08/1901,Sec.-feet
2252,638,Bear Creek,,,33.7685,-117.8311,1 day to 10 years,07/27/1896-11/14/1897,Sec.-feet
2252,638,Cable Canyon Creek,,,33.8348,-117.158,10 years,07/16/1906-07/16/1906,Sec.-feet
2252,638,Cajon Creek,,,34.2651,-117.243,6 years,06/08/1900-10/11/1910,Sec.-feet
2252,638,Devil Canyon Creek,,,33.8348,-117.158,9 years,10/13/1905-07/14/1906,Sec.-feet
2252,638,Keller Creek,,,33.7685,-117.8311,3 years,11/14/1897-04/14/1900,Sec.-feet
2252,638,Spring Brook,,,33.9493,-117.398,2 years to 4 years,06/19/1898-08/30/1901,Sec.-feet
2252,638,Trabuco Creek,,,33.7685,-117.8311,1 year,05/24/1899-05/24/1899,Sec.-feet
2252,638,Whitewater River,,,34.1166,-117.0657,1 day to 1 year,02/16/1898-07/14/1900,Sec.-feet
2252,638,San Timoteo Creek,,,33.3364,-117.1755,1 year,07/14/1900-07/14/1900,Sec.-feet
2252,638,Snow Creek,,,34.1166,-117.0657,1 year,02/22/1898-02/22/1898,Sec.-feet
3034,239,Goodyears Creek at Goodyears Bar,39.541667,-120.886667,,,Annual,"Dec. 31, 1913-Mar. 28, 1928","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
3034,239,North Yuba River below Goodyears Bar,39.525,-120.937222,,,Annual,"Mar. 18, 1931-May 26, 1948","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,266,Ashley Creek near Vernal,40.5806,-109.6222,,,Annual to daily measurements based on available data in the document,1911-1960,"{'Gage Height': 'feet', 'Discharge': 'cfs'}"
3058,230,San Lorenzo Creek below Bitterwater Creek,36.2680555556,-121.063888889,,,Monthly and yearly,10/01/1958-09/30/1960,{'Discharge': 'cubic feet per second (cfs) and acre-feet'}
1083,71,Black Butte River,,,39.1875,-123.1458,1 year,06/01/1966-05/31/1969,log units
1083,71,Middle Fork Eel River below Black Butte River,,,39.1875,-123.1458,1 year,06/01/1965-05/31/1968,log units
1083,71,Middle Fork Eel River near Dos Rios,,,39.3,-123.25,1 year,06/01/1965-05/31/1968,log units
1083,71,Eel River at Fort Seward,,,40.8,-123.9,1 year,06/01/1966-05/31/1968,log units
1083,71,South Fork Eel River near Branscomb,,,40.7333,-123.8667,1 year,06/01/1965-05/31/1968,log units
1083,71,Eel River at Scotia,,,40.7,-123.85,1 year,06/01/1965-05/31/1968,log units
3217,356,Sycan River,42.7833,-121.0667,,,Monthly and Yearly,01/01/1918-12/31/1922,{'Discharge': 'cubic feet per second'}
431,105,Santa Anita Creek,,,34.1533,-118.0186,"Various dates within the year ending September 30, 1926",07/31/1916-09/30/1926,"{'Discharge': 'second-feet', 'Gage Height': 'feet'}"
1607,436,North Fork of North Fork of Yuba River at Downieville,39.716,-121.083,,,Yearly,01/01/1911-09/30/1926,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,436,Rock Creek at Goodyears Bar,39.667,-121.083,,,Yearly,01/01/1911-09/30/1933,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,436,Goodyears Creek at Goodyears Bar,39.667,-121.083,,,Yearly,01/01/1911-12/31/1933,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
15,377,Goodyears Creek at Goodyears Bar,39.763,-120.964,39.763,-120.964,Monthly and Yearly,10/1921-09/1933,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
2848,23,Stream Discharge,,,34.6373,-120.4551,1 Year,1879-08/1908-09,feet
3982,12,"Battle Creek near Treasureton, Idaho",,,42.133333,-111.783333,Annual peaks: 1961-,1961/01/01-present,
2250,85,Sacramento River,40.1625,-122.220833,,,Several days to years between measurements,1894-12-20 to 1896-01-22,"{'Gage_height': 'Feet', 'Discharge': 'Sec.-ft (Second-feet)'}"
22830,45,Kern River,,,36.1833,-118.9167,Annual (1955-59),05/01/1955-12/31/1959,Acre-feet
3090,211,Big Grizzly Creek near Portola,39.86666666666667,-120.45555555555556,,,"Daily for discharge data; annual records available from October 1925 to September 1932, October 1950 to September 1953, June 1954 to September 1965","10/1925-09/1932, 10/1950-09/1953, 06/1954-09/1965","{'Discharge': 'cubic feet per second (cfs)', 'Gage_height': 'feet', 'Sediment_load': '', 'Temperature': ''}"
3033,209,San Ramon Creek,37.905833,-122.056111,,,Varies by year and date in table data,12/07/1952-02/24/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs (cubic feet per second)'}"
2063,181,Colorado River at Hardyville,,,34.3667,-114.2833,Annual,01/01/1902-12/31/1914,Acre-feet
52539,19,Surface Outflow,34.6396,-120.4563,,,Annual,05/01/1957-04/30/1962,acre-feet
1630,306,SAN GABRIEL RIVER AT SPRING STREET,33.812,-118.09,,,"Monthly (October 1927 to September 1936), Other intervals (specific years not detailed)",10/01/1927-09/30/1970,"{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Drainage Area': 'square miles (sq mi)', 'Averaged Discharge Per Year': 'acre-feet per year', 'Total Acre-Feet': 'acre-ft'}"
431,60,City Creek,,,,,"Yearly record from October 1, 1919, to September 30, 1926",10/01/1919-09/30/1926,second-feet
2849,41,Cuyama River Discharge,,,34.8755,-119.9,Yearly,1947-03-01-1947-04-30,acre-feet
15,95,San Joaquin River Main Stem,,,37.5,-120.6,Monthly and Yearly,01/01/1912-12/31/1950,"['Cubic Feet per Second', 'Acre-Feet']"
1136,190,Cache Creek near Yolo,,,38.7094,-121.7533,Monthly from January to December for the years 1907 and 1908,01/01/1907-12/31/1908,"{'Gage_Height': 'Feet', 'Discharge': 'Sec.-ft (Second-feet)', 'Runoff_Per_Square_Mile': 'Per square mile', 'Depth_In_Inches_On_Drainage_Area': 'Inches on drainage area', 'Total_In_Acre_Feet': 'Acre-feet'}"
2447,141,"Big Creek near Collbran, Colo.",39.2,-107.9667,39.2,-107.9667,Annual,1939-05-20 to 1944-06-10,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,141,"Cottonwood Creek at upper station, near Molina, Colo.",39.1278,-107.9944,39.1278,-107.9944,Annual,1946-05-12 to 1957-06-05,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,141,"Cottonwood Creek near Molina, Colo.",39.1667,-108.0167,39.1667,-108.0167,Annual,1937-05 to 1940-10,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1627,52,South Fork Kern River near Onyx,35.7333333,-118.1666667,,,Daily for some months and yearly,09/01/1911-08/31/1965,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Acre_Foot_Per_Year': 'acre-ft'}"
4317,14,Rio Hondo near Montebello,,,34.0333,-118.1172,Calendar years,12/01/1928-12/31/1928,Not specified
4317,14,Mission Creek (Rio Hondo Slough) near Montebello,,,34.0333,-118.1172,Calendar years,12/01/1929-12/31/1929,Not specified
4317,14,"Mission Creek below Whittier Narrows Dam, Calif",,,34.0214,-118.0918,Calendar years,01/01/1955-12/31/1970,Not specified
4317,14,"Rio Hondo below Whittier Narrows Dam, Calif",,,34.0214,-118.0918,Calendar years,01/01/1966-12/31/1966,Not specified
4317,14,"Rio Hondo near Downey, Calif",,,33.9404,-118.1279,Calendar years,12/01/1928-12/31/1928,Not specified
4317,14,"Los Angeles River at Long Beach, Calif",,,33.7664,-118.1898,Calendar years,12/01/1928-12/31/1928,Not specified
4317,14,"Ballona Creek near Culver City, Calif",,,33.9875,-118.4026,Calendar years,12/01/1928-12/31/1928,Not specified
4317,14,"Topanga Creek near Topanga Beach, Calif",,,34.0833,-118.7917,Calendar years,12/01/1930-12/31/1938; 12/01/1939-12/31/1939,Not specified
4317,14,"Malibu Creek (Triunfo Creek near Calabasas) above Las, Calif",,,34.1489,-118.815,Calendar years,12/01/1903-12/31/1906,Not specified
4317,14,"Malibu Creek near Calabasas, Calif",,,34.1461,-118.8007,Calendar years,12/01/1903-12/31/1906,Not specified
4317,14,"Cold Creek tributary near Malibu Beach, Calif",,,34.0278,-118.89,Water years,10/01/1961-09/30/1962,Not specified
4317,14,"Little Sycamore (Canyon) Creek near Newbury Park, Calif",,,34.1875,-118.89,Calendar years,12/01/1931-12/31/1931,Not specified
4317,14,"Calleguas Creek at Camarillo, Calif",,,34.22,-118.6603,Calendar years,12/01/1928-12/31/1931; 12/01/1954-12/31/1958,Not specified
4317,14,"Honda Barranca near Somis, Calif",,,34.3333,-119.0667,Calendar years and Water years,12/01/1954-12/31/1963; 10/01/1964-09/30/1964,Not specified
4317,14,"Santa Clara River near Saugus, Calif",,,34.2914,-118.5485,Calendar years,12/01/1929-12/31/1955,Not specified
4317,14,"Piru Creek at Los Alamos Dam site, near Gorman, Calif",,,34.6833,-118.6,Calendar years,12/01/1920-12/31/1921,Not specified
4317,14,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif",,,34.35,-119.225,Calendar years,12/01/1912-12/31/1913,Not specified
3058,117,San Gabriel River above Whittier Narrows Dam,34.033333,-118.037222,,,Monthly and yearly,10/1955-09/1957,"{'Flow': 'cubic feet per second and acre-feet', 'Discharge': 'acre-feet'}"
