doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3217,210,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,"Santa Paula Creek near Santa Paula, Calif.",34.395556,-119.075555,,,Monthly and yearly,1927-1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': None}"
2913,70,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
1607,414,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
2447,320,East Fork Boulder Creek near Boulder,38.0416667,-111.45,,,Varies by year; specific dates given for each measurement,"May 27, 1951 - Sept. 18, 1961","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,320,East Fork Deer Creek near Boulder,38.0013889,-111.3894444,,,Varies by year; specific dates given for each measurement,"Aug. 4, 1951 - Sept. 21, 1962","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,244,"Oak Creek near Oak Creek, Colo.",40.233333,-107.016667,,,Annual measurements,"May 18, 1954-05/24, 1956","{'Gage_height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,244,"Yampa River at Steamboat Springs, Colo.",40.483333,-106.833333,,,Annual measurements,"May 2, 1919-06/14, 1921","{'Gage_height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
12711,16,Butte Creek near Durham,,,39.5333,-122.0333,Annual,1959-01-16/1973-01-16,"{'Elevation': 'feet', 'Discharge': 'cubic feet per second (ft3/s)'}"
70038405,295,"EAST FORK RUSSIAN RIVER NEAR CALPELLA, CA",,,38.8,-123.0,Daily measurements over a year,10/1967-09/1968,"{'Discharge': 'CFS (cubic feet per second)', 'Concentration': 'MG/L (milligrams per liter)', 'Suspended Sediment': 'TONS/DAY'}"
25119,26,North Fork White River near Buford,,,40.1483,-106.9515,Daily or monthly figures (calendar years),1903-06;1956-,
25119,26,"South Fork White River near Buford, Colo",,,40.1483,-106.9515,Daily or monthly figures (calendar years),1903-06;1910-15;1942-47;1967-,
25119,26,"White River above Coal Creek, near Meeker, Colo",,,40.1546,-107.8557,Daily or monthly figures (calendar years),1961-,
25119,26,"Coal Creek near Meeker, Colo",,,40.1546,-107.8557,Daily or monthly figures (calendar years),1957-68.,
25119,26,"White River below Meeker, Colo",,,40.1566,-107.8532,Daily or monthly figures (calendar years),1961-,
25119,26,"Piceance Creek at Rio Blanco, Colo",,,39.8433,-108.7216,Daily or monthly figures (calendar years),1952-57.,
25119,26,"Green River near Ouray, Utah",,,40.4281,-109.978,Daily or monthly figures (calendar years),1947-55;1956-66.,
25119,26,"Green River (at Little Valley) at Green River, Utah",,,39.5299,-110.7478,Daily or monthly figures (calendar years),1894-99;1904-,
