doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
251,28,"Santa Cruz River near Nogales, Ariz.",31.3517,-110.9362,31.3517,-110.9362,1 year,1907-01/01/1938-12/31,
251,28,"Sonoita Creek near Patagonia, Ariz.",31.5092,-110.7936,31.5092,-110.7936,1 year,1930-01/01/1938-12/31,
251,28,"Silver Creek at Snowflake, Ariz.",34.4569,-110.1186,34.4569,-110.1186,1 year,1906-01/01/1908-12/31,
251,28,"Silver Creek near Woodruff, Ariz.",34.4559,-110.121,34.4559,-110.121,1 year,1929-01/01/1938-12/31,
2447,264,"Little Brush Creek near Vernal, Utah",,,40.3994,-109.5208,Varies by year; no consistent interval specified in the data.,04/25/1946-06/03/1962,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,264,"Brush Creek near Jensen, Utah",40.4,-109.35,,,Varies by year; no consistent interval specified in the data.,05/25/1940-09/26/1954,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1532,114,South Fork of Tule River,,,35.6984,-119.0346,"Daily for the year ending Sept. 30, 1916",10/01/1915-09/30/1916,"{'Gage_Height': 'Feet', 'Discharge': 'Second-feet'}"
2447,300,Price River above Scofield Reservoir,39.775,-111.179167,39.775,-111.179167,Variable (Annual Peak Measurements),"May 19, 1932 - May 11, 1962","{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,300,North Fork White River near Soldier Summit,39.933333,-111.066667,39.933333,-111.066667,Annual Peak Measurements,"Apr. 15, 1942 - May 4, 1947","{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
47988,71,Hough Creek near Crescent Mills,40.0806,-120.8853,,,Annual,03/08/1963-01/23/1970,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,71,West Fork Willard Creek tributary near Westwood,40.3736,-120.8174,,,Annual,08/03/1963-03/26/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
47988,71,Shaffer Creek near Litchfield,40.3917,-120.307,,,Annual,08/05/1963-01/17/1971,{'Gage_Height': 'ft'}
47988,71,Mill Creek at Milford,40.1708,-120.3704,,,Annual,08/02/1963-03/26/1971,"{'Gage_Height': 'ft', 'Discharge': 'cfs'}"
2913,112,Little Malad River below Sand Ridge dam site,,,42.2,-112.3333,monthly and yearly,1941-09-30 to 1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3034,70,South Fork Kern River,,,35.58333,-118.25083,Varies by year and date,11/19/1950-08/23/1961,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3034,70,Kelso Creek,35.56944,-118.25139,,,Varies by year and date,01/06/1959-08/16/1965,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
633,20,Rivers,,,,,Annual,1899-01-01-1949-12-31,
3217,230,"Santa Cruz Creek near Santa Ynez, Calif.",34.5888889,-120.0305556,,,Monthly and yearly,1942-10/01 to 1950-09/30,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
3217,230,"Santa Ynez River near Santa Ynez, Calif.",34.5888889,-120.0305556,,,Monthly and yearly,1929-10/01 to 1950-09/30,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2847,52,Carpinteria Basin,,,34.4486,-119.7008,Yearly,1940-10/01/1945-09/30,Acre-feet
