doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3034,167,Bear River near Salt Springs Dam,38.493611,-120.288333,,,Annual (yearly),"November 1950-May 31, 1950","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
47988,81,"Sulphur Creek near St. Helena, Calif.",38.4888889,-122.4805556,,,Annual,12/21/1955-01/30/1968,"{'Gage_height': 'ft', 'Discharge': 'cfs'}"
47988,81,"Lake Hennessey tributary near Rutherford, Calif.",38.4880556,-122.3541667,,,Annual,02/16/1959-01/21/1971,"{'Gage_height': 'ft', 'Discharge': 'cfs'}"
47988,81,"Sonoma Creek near Kenwood, Calif.",38.4338889,-122.5383333,,,Annual,02/24/1958-12/03/1971,"{'Gage_height': 'ft', 'Discharge': 'cfs'}"
47988,81,"East Fork Russian River tributary near Potter Valley, Calif.",39.0227778,-123.1152778,,,Annual,01/12/1959-01/16/1971,{'Gage_height': 'ft'}
3089,367,Soda Creek tributary near Boonville,39.0255556,-123.2902778,,,Annual and daily (for discharge and precipitation),October 1964 to September 1965,"{'Discharge': 'cubic feet per second', 'Gage_Height': 'feet', 'Precipitation': 'inches'}"
194,619,River Creek Near Russian Sulphur,,,35.2161,-118.8396,Daily to monthly (varies by year),01/06/1963-09/29/1964,VPWC in percentages and other metrics possibly in feet or meters
194,619,Bear Creek Near Rumsey,,,35.1833,-118.8667,Daily to monthly (varies by year),01/06/1963-09/29/1964,VPWC in percentages and other metrics possibly in feet or meters
210,263,Dry Creek near Geyserville,,,38.6382,-122.7953,Variable (ranging from daily to specific dates within a year),10/02/1968-09/30/1969,"{'Temperature': 'Degrees Celsius', 'Discharge': 'Cubic Feet per Second (CFS)', 'Suspended Sediment Concentration': 'Milligrams per Liter (mg/L) and Tons/Day', 'Turbidity': 'Milligrams per Liter of Silica'}"
70038675,294,Santa Ynez River at Pine Canyon,34.672222,-120.491667,,,Monthly discharge for some periods; daily from Mar 5 and Nov 29 to current year.,"May 1941-October 1946, August 1964-current","{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Flow Extremes': '', 'Annual Discharge': 'acre-feet'}"
2294,95,Mokelumne River,,,38.0983,-120.7892,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}"
2294,95,Stanislaus River,,,37.9617,-120.7533,Annual,1906,"{'Runoff': 'Sec.-ft. per sq. mi.', 'Suspended Matter': 'Tons per sq. mi. per year', 'Dissolved Matter': 'Parts per million, Tons per sq. mi. per year'}"
