doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3807,23,Santa Ynez River below Gibralter Dam,,,34.4268,-119.8466,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Santa Ynez River below Los Laureles,,,34.6466,-120.0662,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,"Canyon, near Santa Ynez",,,34.6466,-120.0662,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,Santa Cruz Creek near Santa Ynez,,,34.6453,-120.0658,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Cachuma Creek near Santa Ynez,,,34.6555,-120.0704,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,Santa Ynez River near Santa Ynez,,,34.6466,-120.0662,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Santa Agueda Creek near Santa Ynez,,,34.6383,-120.075,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Zanja Cota near Santa Ynez,,,34.64,-120.0778,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,Santa Ynez River at Grand Avenue near Santa Ynez,,,34.6453,-120.0658,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,Santa Ynez River at Solvang and Buellton,,,34.6533,-120.1156,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,La Zaca Creek at Buellton,,,34.6742,-120.1233,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Santa Ynez River near Buellton,,,34.6742,-120.1233,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,"Santa Ynez River at Santa Rosa Damsite, near Buellton",,,34.6742,-120.1233,annual,05/01/1954-04/30/1955,['acre-feet']
3807,23,Santa Ynez River near Lompoc,,,34.6399,-120.45,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
3807,23,Salsipuedes Creek near Lompoc,,,34.6333,-120.4542,annual,05/01/1954-04/30/1955,"['acre-feet', 'acre-feet per square mile']"
724,25,Alameda storm drain,,,33.7873,-117.8477,Yearly,03/01/1937-12/31/1960,
724,25,Alhambra Wash,,,34.0833,-117.9167,Yearly,01/01/1929-12/31/1960,
724,25,Arcadia Wash,,,34.2389,-118.545,Yearly,01/01/1939-12/31/1960,
724,25,Arcadia Wash channel,,,34.1467,-118.0072,Yearly,01/01/1956-12/31/1960,
724,25,Arroyo Seco,,,34.1375,-118.1528,Yearly,01/01/1942-12/31/1960,
724,25,Arroyo Simi,,,34.275,-119.0675,Yearly,"01/01/1933-12/31/1951, 01/01/1952-12/31/1960",
724,25,Bear Creek,,,37.2975,-120.4556,Yearly,01/01/1956-12/31/1960,
724,25,Ballona Creek,,,33.9931,-118.3222,Yearly,01/01/1943-12/31/1960,
724,25,Banana Street channel,,,34.0956,-117.435,Yearly,01/01/1947-12/31/1960,
724,25,Batavia storm drain,,,33.7767,-117.8514,Yearly,01/01/1935-12/31/1960,
724,25,Big Dalton Creek,,,34.1375,-117.8881,Yearly,01/01/1929-12/31/1960,
724,25,Big Sand Creek,,,34.2408,-117.2167,Yearly,01/01/1947-12/31/1960,
2557,15,Arid Zone Stream,,,,,30 years (record coverage prior to 1968),Varies; coverage prior to 1968 for at least 30 years,"{'Precipitation': 'inches', 'Runoff': 'inches'}"
2557,15,Semiarid Zone Stream,,,,,30 years (record coverage prior to 1968),Varies; coverage prior to 1968 for at least 30 years,"{'Precipitation': 'inches', 'Runoff': 'inches'}"
2557,15,Subhumid Zone Stream,,,,,30 years (record coverage prior to 1968),Varies; coverage prior to 1968 for at least 30 years,"{'Precipitation': 'inches', 'Runoff': 'inches'}"
2557,15,Humid Zone Stream,,,,,30 years (record coverage prior to 1968),Varies; coverage prior to 1968 for at least 30 years,"{'Precipitation': 'inches', 'Runoff': 'inches'}"
4317,32,Pit River near Bieber,40.5,-121.7,,,Calendar years,"1904-08-MM/DD/YYYY-1913-14-MM/DD/YYYY, 1921-26-MM/DD/YYYY",sq mi
4317,32,Horse Creek at Little Valley,41.1,-121.8,,,Calendar years,"1928-31-MM/DD/YYYY, 1951-MM/DD/YYYY; 1928-31-MM/DD/YYYY, 1959-67-MM/DD/YYYY",sq mi
4317,32,Beaver Creek near Hat Creek,41.2,-121.5,,,Calendar years,1969-MM/DD/YYYY,sq mi
4317,32,Fall River at Fall River Mills,41.0,-121.8,,,Calendar years,"1912-13-MM/DD/YYYY, 1921-22-MM/DD/YYYY",
4317,32,Pit River at Fall River Mills,41.0,-121.8,,,Calendar years,1921-51-MM/DD/YYYY,sq mi
70038405,28,Colorado River basin,,,34.0,-114.5,1 year,04/01/1941-12/31/1964,Not specified
70038405,28,Great Basin,,,38.5,-114.0,1 year,04/01/1941-12/31/1964,Not specified
70038405,28,Pacific slope basins in California,,,36.5,-119.0,1 year,04/01/1941-12/31/1964,Not specified
4317,44,Alder Creek near Potter Valley,,,39.3457,-123.0093,Annual peaks (water years),1963-01/01/YYYY,
4317,44,Potter Valley powerhouse tailrace,,,39.3457,-123.0093,Daily or monthly figures (calendar years),1909-01/01/YYYY,
