doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
70210573,24,Middle Fork Eel River below Black Butte River near Covelo,,,39.31,-123.07,Annual (Oct. 1-Sept. 30),"['1963-10-01 to 1964-09-30', '1964-10-01 to 1965-09-30', '1965-10-01 to 1966-09-30', '1966-10-01 to 1967-09-30', '1967-10-01 to 1968-09-30', '1968-10-01 to 1969-09-30']","{'Water_Discharge': 'acre-ft', 'Suspended_Sediment_Discharge': 'tons', 'Tons_Per_Sq_Mi': 'tons per square mile'}"
70210573,24,Middle Fork Eel River near Dos Rios,,,38.985,-123.02,Annual (Oct. 1-Sept. 30),"['1958-10-01 to 1959-09-30', '1959-10-01 to 1960-09-30', '1960-10-01 to 1961-09-30', '1961-10-01 to 1962-09-30', '1962-10-01 to 1963-09-30', '1963-10-01 to 1964-09-30', '1964-10-01 to 1965-09-30', '1965-10-01 to 1966-09-30', '1966-10-01 to 1967-09-30', '1967-10-01 to 1968-09-30']","{'Water_Discharge': 'acre-ft', 'Suspended_Sediment_Discharge': 'tons', 'Tons_Per_Sq_Mi': 'tons per square mile'}"
70048669,11,Mokelumne River at Woodbridge,37.962,-121.337,,,Annual,05/01/1926-01/30/1970,"{'Stage': 'feet above mean sea level', 'Discharge': 'cubic feet per second (cfs)'}"
3146,619,Unspecified Water Source,,,38.2167,-122.2833,Monthly and Annual,10/01/1964-09/30/1965,"{'Suspended-Sediment Discharge': 'tons', 'Discharge': 'cfs (cubic feet per second)', 'Sediment Concentration': 'ppm (parts per million)', 'Water Temperature': '°F'}"
3144,371,East Fork White River,,,33.6,-109.4,Daily measurements over two water years (1961-1962 and 1962-1963),10/01/1961-09/30/1962,Cubic feet per second
3144,371,East Fork White River,,,33.6,-109.4,Daily measurements over one water year (1962-1963),10/01/1962-09/30/1963,Cubic feet per second
2447,132,East Rifle Creek,39.683333,-107.683333,,,Daily to Annual (based on peak stages),1936-06/01/1970,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}"
2447,132,"Rifle Creek near Rifle, Colo.",39.619444,-107.7625,,,Daily to Annual (based on peak stages),1942-01/01/1954,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}"
57995,8,Trinity River,,,40.75,-122.8,Annual (for 1912-1970 data),1912-1970,"['acre-ft', 'ft/s', 'ft³/s', 'in', 'mi', 'mi²', 'ton', 'yd³']"
1532,242,Bear River and Bear River Canal near Colfax,,,39.1833,-120.9833,Daily for a year,10/01/1915-09/30/1916,Second-feet
56404,265,"RUSSIAN RIVER NEAR GUERNEVILLE, CA",,,38.4989,-123.0022,"Daily for specific conductance and water temperatures since October 1973; sediment records from April to September 1967, October 1969 to current year.",10/01/1975-09/30/1976,"{'Specific Conductance': 'micromhos', 'Temperature': '°C', 'Sediment Concentration': 'mg/L', 'Sediment Discharge': 'tons (tonnes)', 'Discharge': 'CFS'}"
1630,545,"CEDAR CREEK NEAR JAMUL, CALIF.",32.651389,-116.852778,,,Annual,1962-05-11/1970-03-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"WILDCAT CREEK NEAR LAKESIDE, CALIF.",32.898889,-116.888889,,,Annual,1962-11-22/1970-03-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"RATTLESNAKE CREEK NEAR POWAY, CALIF.",32.976667,-117.022222,,,Annual,1962-11-22/1970-03-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"CLEVENGER CREEK TRIBUTARY NEAR RAMONA, CALIF.",33.069722,-116.8925,,,Annual,1962-11-23/1970-03-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"LAKE HODGES TRIBUTARY NEAR ESCONDIDO, CALIF.",33.088611,-117.113333,,,Annual,1962-11-23/1970-02,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"AGUA CALIENTE CREEK TRIBUTARY NEAR WARNER SPRINGS, CALIF.",33.268056,-116.654722,,,Annual,1962-11-22/1970-03-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"WIGHAM CREEK NEAR LAKE HENSHAW, CALIF.",33.258333,-116.798611,,,Annual,1965-04-09/1970-04-27,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
1630,545,"SAN LUIS REY RIVER TRIBUTARY NO. 2 NEAR FALLBROOK, CALIF.",33.36,-117.202778,,,Annual,1962-11-22/1970-01,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
