doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
4536,206,"South Fork of Kaweah River near Three Rivers, Calif.",,,36.4486,-119.2722,Discharge measurements during the year,10/29/1924-09/14/1924,"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}"
25119,28,Temple Wash near Hanksville,,,38.7421,-110.5699,Annual peaks (water years),05/01/1959-12/31/2023,Not specified in the document
25119,28,"Old Woman Wash near Hanksville, Ten Mile Wash",,,38.7421,-110.5699,Annual peaks (water years),05/01/1959-12/31/1968,Not specified in the document
25119,28,Crescent Wash at Crescent Junction,,,38.7421,-110.5699,Annual peaks (water years),05/01/1959-12/31/1968,Not specified in the document
25119,28,"Fremont River (head of Dirty Devil River) below Fish Lake, near Fremont",,,38.1312,-109.4887,Daily or monthly figures (calendar years),01/01/1939-12/31/1945,Not specified in the document
25119,28,Seven Mile Creek near Fish Lake,,,38.1312,-109.4887,Daily or monthly figures (calendar years),05/01/1964-12/31/2023,Not specified in the document
25119,28,Fremont River near Fremont,,,38.1312,-109.4887,Daily or monthly figures (calendar years),01/01/1949-12/31/1958,Not specified in the document
251,241,Gila River,,,32.2995,-110.9641,Annual,01/01/1903-12/31/1938,"{'Mean_Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
583,17,Sacramento River Basin,,,38.5816,-121.4944,Yearly and Monthly,1887-01-01-1912-12-31,"Cubic feet per second, Square miles"
583,17,San Joaquin River Basin,,,36.7783,-119.4179,Yearly and Monthly,1875-01-01-1912-12-31,"Cubic feet per second, Square miles"
583,17,Great Basin and Pacific Coast river basins,,,37.7749,-122.4194,Yearly,1891-01-01-1912-12-31,Cubic feet per second
583,17,Pacific slope of southern California,,,34.0522,-118.2437,Yearly,1890-01-01-1918-12-31,Cubic feet per second
583,17,Sacramento River Basin,,,38.5816,-121.4944,Yearly and Monthly,1895-01-01-1927-12-31,Cubic feet per second
583,17,San Joaquin River Basin,,,36.7783,-119.4179,Yearly and Monthly,1895-01-01-1927-12-31,Cubic feet per second
583,17,Pacific slope basins in southern California,,,34.0522,-118.2437,Yearly and Monthly,1894-01-01-1927-12-31,Cubic feet per second
583,17,"Minor San Francisco Bay and northern Pacific, Great basins in California",,,37.7749,-122.4194,Yearly and Monthly,1895-01-01-1927-12-31,Cubic feet per second
3034,215,Big Grizzly Creek near Portola,39.8666667,-120.4555556,,,Annual peaks (dates vary),"Apr. 6, 1926-1963","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3034,215,Middle Fork Feather River near Clio,39.7527778,-120.5944444,,,Annual peaks (dates vary),"Prior to Oct. 1, 1947-","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2913,35,Bear River near Utah-Wyoming State line,40.9667,-110.85,,,Yearly,10/1942-09/1950,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
70210573,52,Middle Fork Eel River above Black Butte River,,,39.2145,-123.0866,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Black Butte River,,,39.212,-123.0868,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Middle Fork Eel River below Black Butte River,,,39.2175,-123.087,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Williams Creek,,,39.218,-123.088,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Short Creek,,,39.22,-123.0895,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Mill Creek,,,39.225,-123.091,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Elk Creek,,,39.255,-123.1455,Annual,Unknown-Unknown,Tons per square mile per year
70210573,52,Middle Fork Eel River near Dos Rios,,,39.275,-123.1625,Annual,Unknown-Unknown,Tons per square mile per year
2251,426,"Kings River, North Fork",,,36.7833,-119.6667,"Variable, ranging from single days to years between measurements","Aug. 22, 1905-Aug. 20, 1910",Sec.-ft.
2251,426,"Kings River, South Fork",,,36.7833,-119.6667,"Variable, ranging from single days to years between measurements","Aug. 26, 1905-Sept. 22, 1902",Sec.-ft.
2251,426,Bubbs Creek,,,36.7833,-119.6667,"Variable, ranging from single days to years between measurements","Aug. 26, 1905-May 13, 1903",Sec.-ft.
2251,426,Converse Creek,,,36.7833,-119.6667,"Variable, ranging from single days to years between measurements","Sept. 23, 1902",Sec.-ft.
2252,180,East Fork of Carson River,,,39.3065,-119.7528,Daily for 1900-1906; Specific dates in other years,"{'Daily_Gage_Height': '01-Oct-1900 to 31-Sep-1906', 'Specific_Measurements': 'Various dates from 1901 to 1910'}","{'Gage_height': 'Feet', 'Discharge': 'Sec.-ft'}"
3058,75,Plunge Creek near East Highlands,34.118333,-117.140833,,,Monthly and yearly measurements from 1951 to 1960,01/1919-09/1960,"{'Discharge': 'cubic feet per second (cfs) and acre-feet', 'Latitude_Longitude': 'decimal degrees'}"
716,173,Rio Hondo above Whittier Narrows Dam,34.058333,-118.070833,,,Daily measurements over a four-year period (February 1956 to September 1959),02/01/1956-09/30/1959,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Accumulated_Flow': 'acre-feet'}"
15,193,Stanislaus River below Melones powerhouse,,,,,Annual,1946-01/1950-01,cubic feet per second (cfs)
3671,56,Novato Creek,,,37.9496,-122.5564,7-year period ending September 1953,09/01/1946-09/30/1953,"mgd, cfs"
3983,17,Doud Creek near Carmel,,,36.5579,-121.9103,1960 (year),1960-1960,"{'1430.5': 'cubic feet per second or similar unit for discharge', '2.75': 'feet or meters for gage height'}"
3983,17,Klondike Canyon near Carmel Valley,,,36.5207,-121.7359,1960 (year),1960-1960,"{'1431.9': 'cubic feet per second or similar unit for discharge', '2.14': 'feet or meters for gage height'}"
3983,17,Carmel River at Robles del Rio,,,36.4806,-121.7758,1957 (year),1957-1960,"{'1432': 'cubic feet per second or similar unit for discharge', '193': 'feet or meters for gage height'}"
3983,17,Salinas River near Pozo,,,36.55,-121.5,1942 (year),1942-1960,"{'1435': 'cubic feet per second or similar unit for discharge', '74.1': 'feet or meters for gage height'}"
3983,17,Toro Creek near Pozo,,,36.5501,-121.4999,1942 (year),1942-1960,"{'1440': 'cubic feet per second or similar unit for discharge', '9.61': 'feet or meters for gage height'}"
3983,17,Rinconada Creek tributary near Pozo,,,36.5503,-121.4997,1959 (year),1959-1960,"{'1452': 'cubic feet per second or similar unit for discharge', '.35': 'feet or meters for gage height'}"
3089,64,Salinas River at Paso Robles,35.628889,-120.684722,,,Annual (1939-1965),10/1939-09/1965,"{'Discharge': 'cubic feet per second (cfs), acre-feet', 'Gage Height': 'feet'}"
3033,225,Stony Creek above Stony Gorge Reservoir,39.501389,-122.508333,,,Annual peaks,01/31/1921-02/28/1941,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
3033,225,Stony Creek near Fruto,39.670833,-122.518056,,,Annual peaks,02/19/1901-01/06/1965,"{'Gage_Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
1109,76,River Pumps,,,39.1398,-123.2062,10 years (1944-1954),1944-01-01-1954-12-31,"['acres', 'acre-feet']"
667,303,James bypass near San Joaquin,36.65,-120.1833333,,,Various years,"04/1929-09/1948, 10/1947-09/1954","Cubic feet per second (cfs), Acre-feet"
3033,189,San Lorenzo River at Big Trees,37.0277778,-122.0583333,,,Varies by year,"Feb. 14, 1937- Apr. 9, 1965","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
3034,26,Alder Creek near White Hall,39.0036,-120.9333,39.0036,-120.9333,Various dates within each water year,03/18/1931-12/26/1955,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3034,26,Plum Creek near Riverton,38.7542,-120.4264,,,Annual peaks recorded,Annual peaks,{'Stage-Discharge Relation': 'current-meter measurements'}
15,14,South Fork Merced River near Wawona,37.541667,-119.672222,,,Monthly and Yearly,1911-10 to 1922-09,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
15,20,North Fork Mokelumne River below Salt Springs Dam,,,38.516667,-120.216667,Monthly and yearly,"Oct/1946-Sept/1950, Oct/1927-Sept/1950","Acre-feet, cubic feet per second"
15,20,"Cold Creek near Mokelumne Peak, Calif.",38.516667,-120.216667,,,Monthly and yearly,Oct/1927-Sept/1950,"Cubic feet per second, cfs"
1558,33,Putah Creek at Winters,,,,,Specific dates within the year 1923,11/23/1922-06/13/1923,"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft.'}"
3217,15,"San Gabriel River at Pico, Calif.",,,33.81056,-118.08999,Monthly and yearly measurements,"{'Runoff_Start_Date': '10/1929', 'Runoff_End_Date': '09/1950', 'Discharge_Start_Date': '1929-09-30', 'Discharge_End_Date': '1950-12-31'}","{'Runoff': 'acre-feet', 'Discharge': 'cubic feet per second'}"
